district_id,district_name,state_abbr,state_name,year,race,dem_pct,rep_pct,margin,dem_votes,rep_votes,vote_margin,total_votes
1216,FL-16,FL,Florida,2024,Senate,41.6,56.8,15.2,"174,984","239,027","64,043","421,097"
1217,FL-17,FL,Florida,2024,Senate,36.9,61.7,24.8,"170,462","284,970","114,508","461,682"
1218,FL-18,FL,Florida,2024,Senate,35.3,62.9,27.6,"123,806","220,714","96,908","350,934"
1219,FL-19,FL,Florida,2024,Senate,31.9,67.1,35.1,"134,941","283,574","148,633","422,857"
1220,FL-20,FL,Florida,2024,Senate,70.4,28.1,-42.3,"208,305","83,061","-125,244","295,847"
1221,FL-21,FL,Florida,2024,Senate,42,56.6,14.6,"189,373","255,039","65,666","450,673"
1222,FL-22,FL,Florida,2024,Senate,52.7,46,-6.7,"195,286","170,605","-24,681","370,654"
1223,FL-23,FL,Florida,2024,Senate,51.3,47.3,-4,"196,314","181,027","-15,287","382,319"
1224,FL-24,FL,Florida,2024,Senate,65.3,33.2,-32.1,"190,344","96,869","-93,475","291,559"
1225,FL-25,FL,Florida,2024,Senate,53.6,44.9,-8.7,"186,645","156,404","-30,241","348,006"
1226,FL-26,FL,Florida,2024,Senate,31.1,67.8,36.7,"96,552","210,315","113,763","310,361"
1227,FL-27,FL,Florida,2024,Senate,42.4,56.4,13.9,"141,591","188,080","46,489","333,655"
1228,FL-28,FL,Florida,2024,Senate,37.8,61,23.2,"124,841","201,304","76,463","330,247"
1201,FL-01,FL,Florida,2022,Senate,26.9,71.8,45,"79,048","211,477","132,429","294,352"
1202,FL-02,FL,Florida,2022,Senate,39.2,59.7,20.5,"118,781","180,799","62,018","302,960"
1203,FL-03,FL,Florida,2022,Senate,36.7,62.2,25.5,"105,168","178,267","73,099","286,533"
1204,FL-04,FL,Florida,2022,Senate,39.8,59,19.2,"109,780","162,711","52,931","275,703"
1205,FL-05,FL,Florida,2022,Senate,35,63.9,29,"109,906","201,032","91,126","314,429"
1206,FL-06,FL,Florida,2022,Senate,33,66,33,"107,731","215,261","107,530","326,196"
1207,FL-07,FL,Florida,2022,Senate,41.5,57.4,15.9,"128,054","177,012","48,958","308,384"
1208,FL-08,FL,Florida,2022,Senate,36.1,62.8,26.7,"124,812","216,986","92,174","345,601"
1209,FL-09,FL,Florida,2022,Senate,51.1,47.6,-3.5,"104,453","97,380","-7,073","204,480"
1210,FL-10,FL,Florida,2022,Senate,60.3,38.5,-21.8,"122,361","78,186","-44,175","202,965"
1211,FL-11,FL,Florida,2022,Senate,38.4,60.8,22.4,"126,631","200,474","73,843","329,895"
1212,FL-12,FL,Florida,2022,Senate,30.8,67.8,37,"100,102","220,033","119,931","324,521"
1213,FL-13,FL,Florida,2022,Senate,42,56.4,14.4,"144,612","194,227","49,615","344,114"
1214,FL-14,FL,Florida,2022,Senate,53.2,45.3,-7.9,"141,623","120,608","-21,015","266,033"
1215,FL-15,FL,Florida,2022,Senate,41.3,57.3,16,"104,012","144,222","40,210","251,841"
1216,FL-16,FL,Florida,2022,Senate,39,59.9,20.9,"119,996","184,371","64,375","307,923"
1217,FL-17,FL,Florida,2022,Senate,36.1,62.9,26.8,"126,865","221,001","94,136","351,208"
1218,FL-18,FL,Florida,2022,Senate,31.3,67.5,36.3,"74,975","161,950","86,975","239,825"
1219,FL-19,FL,Florida,2022,Senate,31,68.2,37.2,"98,151","216,075","117,924","316,622"
1220,FL-20,FL,Florida,2022,Senate,71.1,27.8,-43.3,"138,025","54,025","-84,000","194,029"
1221,FL-21,FL,Florida,2022,Senate,38.6,60.5,21.9,"127,749","200,365","72,616","330,977"
1222,FL-22,FL,Florida,2022,Senate,52.7,46.2,-6.5,"144,514","126,709","-17,805","274,101"
1223,FL-23,FL,Florida,2022,Senate,51,48.1,-3,"144,299","135,880","-8,419","282,688"
1224,FL-24,FL,Florida,2022,Senate,69.5,29.4,-40.1,"131,384","55,536","-75,848","189,133"
1225,FL-25,FL,Florida,2022,Senate,53.8,45.3,-8.5,"128,901","108,419","-20,482","239,584"
1226,FL-26,FL,Florida,2022,Senate,29.6,69.6,39.9,"60,640","142,343","81,703","204,564"
1227,FL-27,FL,Florida,2022,Senate,42,57.1,15.1,"100,245","136,164","35,919","238,487"
1228,FL-28,FL,Florida,2022,Senate,36.6,62.5,25.9,"77,942","133,174","55,232","213,017"
1201,FL-01,FL,Florida,2022,Governor,26.3,72.9,46.7,"77,465","215,027","137,562","294,877"
1202,FL-02,FL,Florida,2022,Governor,37.7,61.6,23.9,"114,448","187,030","72,582","303,497"
1203,FL-03,FL,Florida,2022,Governor,35.5,63.9,28.4,"101,785","183,451","81,666","287,082"
1204,FL-04,FL,Florida,2022,Governor,38.7,60.5,21.8,"106,623","166,835","60,212","275,849"
1205,FL-05,FL,Florida,2022,Governor,33.9,65.5,31.6,"106,714","206,161","99,447","314,879"
1206,FL-06,FL,Florida,2022,Governor,31.3,68.1,36.8,"102,206","222,328","120,122","326,647"
1207,FL-07,FL,Florida,2022,Governor,39.5,59.8,20.4,"121,865","184,677","62,812","308,648"
1208,FL-08,FL,Florida,2022,Governor,34.7,64.7,30,"120,086","223,722","103,636","345,962"
1209,FL-09,FL,Florida,2022,Governor,48.7,50.4,1.7,"99,615","103,056","3,441","204,581"
1210,FL-10,FL,Florida,2022,Governor,57.9,41.1,-16.8,"117,587","83,483","-34,104","202,920"
1211,FL-11,FL,Florida,2022,Governor,36.6,62.9,26.3,"120,782","207,576","86,794","330,207"
1212,FL-12,FL,Florida,2022,Governor,29.9,69.5,39.6,"97,211","225,886","128,675","325,143"
1213,FL-13,FL,Florida,2022,Governor,41.3,58.1,16.8,"142,481","200,520","58,039","345,137"
1214,FL-14,FL,Florida,2022,Governor,52.1,47,-5.1,"139,018","125,445","-13,573","266,650"
1215,FL-15,FL,Florida,2022,Governor,40.4,58.8,18.4,"101,905","148,350","46,445","252,392"
1216,FL-16,FL,Florida,2022,Governor,37.9,61.5,23.6,"116,845","189,619","72,774","308,373"
1217,FL-17,FL,Florida,2022,Governor,35.2,64.4,29.2,"123,810","226,599","102,789","351,931"
1218,FL-18,FL,Florida,2022,Governor,30.3,69.1,38.8,"72,703","165,964","93,261","240,324"
1219,FL-19,FL,Florida,2022,Governor,30.2,69.4,39.2,"95,843","220,294","124,451","317,269"
1220,FL-20,FL,Florida,2022,Governor,69.4,29.8,-39.5,"134,686","57,927","-76,759","194,205"
1221,FL-21,FL,Florida,2022,Governor,37.2,62.3,25.1,"123,363","206,535","83,172","331,387"
1222,FL-22,FL,Florida,2022,Governor,51.3,48.2,-3.2,"140,909","132,226","-8,683","274,548"
1223,FL-23,FL,Florida,2022,Governor,49.3,50.1,0.8,"139,671","141,924","2,253","283,067"
1224,FL-24,FL,Florida,2022,Governor,67.8,31.2,-36.7,"128,550","59,081","-69,469","189,489"
1225,FL-25,FL,Florida,2022,Governor,52.2,47.2,-5,"125,059","113,098","-11,961","239,735"
1226,FL-26,FL,Florida,2022,Governor,29.3,70.1,40.8,"60,093","143,610","83,517","204,795"
1227,FL-27,FL,Florida,2022,Governor,41.4,58,16.6,"98,751","138,391","39,640","238,643"
1228,FL-28,FL,Florida,2022,Governor,35.8,63.5,27.8,"76,239","135,394","59,155","213,161"
1201,FL-01,FL,Florida,2020,President,32.3,65.7,33.4,"143,656","292,030","148,374","444,396"
1202,FL-02,FL,Florida,2020,President,31.9,66.9,35,"125,617","263,125","137,508","393,413"
1203,FL-03,FL,Florida,2020,President,42.7,55.9,13.2,"170,426","223,066","52,640","399,198"
1204,FL-04,FL,Florida,2020,President,38.7,59.8,21.1,"197,703","305,346","107,643","510,711"
1205,FL-05,FL,Florida,2020,President,62.4,36.2,-26.2,"215,797","125,054","-90,743","345,735"
1206,FL-06,FL,Florida,2020,President,40.7,58.2,17.4,"184,549","263,532","78,983","453,181"
1207,FL-07,FL,Florida,2020,President,54.4,44.1,-10.4,"226,680","183,467","-43,213","416,425"
1208,FL-08,FL,Florida,2020,President,40.5,58.1,17.6,"189,848","272,139","82,291","468,332"
1209,FL-09,FL,Florida,2020,President,52.9,45.9,-6.9,"232,311","201,917","-30,394","439,488"
1210,FL-10,FL,Florida,2020,President,61.9,36.9,-24.9,"236,653","141,294","-95,359","382,615"
1211,FL-11,FL,Florida,2020,President,33.8,65.4,31.6,"164,265","318,043","153,778","486,671"
1212,FL-12,FL,Florida,2020,President,40.9,57.8,16.9,"188,631","266,291","77,660","460,803"
1213,FL-13,FL,Florida,2020,President,51.4,47.3,-4.1,"211,530","194,721","-16,809","411,893"
1214,FL-14,FL,Florida,2020,President,57,41.5,-15.5,"217,181","158,043","-59,138","380,715"
1215,FL-15,FL,Florida,2020,President,45,53.5,8.5,"179,807","213,744","33,937","399,167"
1216,FL-16,FL,Florida,2020,President,45.4,53.4,8,"223,369","262,844","39,475","491,817"
1217,FL-17,FL,Florida,2020,President,35.9,63.2,27.3,"151,884","267,570","115,686","423,406"
1218,FL-18,FL,Florida,2020,President,45.4,53.8,8.4,"206,388","244,705","38,317","454,934"
1219,FL-19,FL,Florida,2020,President,39.6,59.7,20.1,"180,989","273,141","92,152","457,575"
1220,FL-20,FL,Florida,2020,President,77.2,22.1,-55.1,"254,858","72,958","-181,900","330,333"
1221,FL-21,FL,Florida,2020,President,58.1,41.1,-16.9,"239,280","169,492","-69,788","412,019"
1222,FL-22,FL,Florida,2020,President,57,42.2,-14.8,"236,139","174,795","-61,344","414,143"
1223,FL-23,FL,Florida,2020,President,58.1,41.1,-17.1,"227,999","161,035","-66,964","392,111"
1224,FL-24,FL,Florida,2020,President,75.3,23.9,-51.4,"225,291","71,606","-153,685","299,247"
1225,FL-25,FL,Florida,2020,President,38.2,61.1,23,"123,196","197,334","74,138","322,759"
1226,FL-26,FL,Florida,2020,President,46.8,52.4,5.6,"164,356","184,019","19,663","351,018"
1227,FL-27,FL,Florida,2020,President,51.2,48,-3.2,"178,642","167,420","-11,222","348,764"
1201,FL-01,FL,Florida,2018,Senate,31.8,67.9,36.1,"102,827","219,806","116,979","323,810"
1202,FL-02,FL,Florida,2018,Senate,34.7,65,30.3,"103,486","194,045","90,559","298,458"
1203,FL-03,FL,Florida,2018,Senate,44.6,55.1,10.5,"137,770","170,350","32,580","309,107"
1204,FL-04,FL,Florida,2018,Senate,37.5,62.3,24.8,"143,930","239,372","95,442","384,274"
1205,FL-05,FL,Florida,2018,Senate,64.6,35.1,-29.5,"177,960","96,757","-81,203","275,597"
1206,FL-06,FL,Florida,2018,Senate,42.8,56.9,14.1,"144,660","192,251","47,591","337,837"
1207,FL-07,FL,Florida,2018,Senate,55,44.7,-10.3,"176,307","143,196","-33,111","320,430"
1208,FL-08,FL,Florida,2018,Senate,42.1,57.5,15.4,"152,867","208,782","55,915","363,011"
1209,FL-09,FL,Florida,2018,Senate,53.8,45.9,-7.9,"162,672","138,834","-23,838","302,478"
1210,FL-10,FL,Florida,2018,Senate,62.6,37.1,-25.5,"172,744","102,502","-70,242","275,987"
1211,FL-11,FL,Florida,2018,Senate,34.7,65,30.3,"128,976","241,332","112,356","371,335"
1212,FL-12,FL,Florida,2018,Senate,43.6,56,12.4,"146,613","188,351","41,738","336,428"
1213,FL-13,FL,Florida,2018,Senate,54.7,44.9,-9.8,"174,080","142,872","-31,208","318,272"
1214,FL-14,FL,Florida,2018,Senate,58.7,41,-17.8,"167,504","116,851","-50,653","285,262"
1215,FL-15,FL,Florida,2018,Senate,46.2,53.5,7.3,"133,964","155,131","21,167","289,985"
1216,FL-16,FL,Florida,2018,Senate,45.8,53.9,8.1,"167,186","196,928","29,742","365,267"
1217,FL-17,FL,Florida,2018,Senate,37.9,61.8,23.8,"119,359","194,430","75,071","314,835"
1218,FL-18,FL,Florida,2018,Senate,47.4,52.3,4.9,"162,516","179,432","16,916","343,077"
1219,FL-19,FL,Florida,2018,Senate,38.2,61.5,23.2,"131,553","211,451","79,898","344,062"
1220,FL-20,FL,Florida,2018,Senate,81.7,18,-63.7,"196,388","43,345","-153,043","240,264"
1221,FL-21,FL,Florida,2018,Senate,60.6,39.2,-21.4,"189,993","122,796","-67,197","313,468"
1222,FL-22,FL,Florida,2018,Senate,59.8,40,-19.7,"180,332","120,768","-59,564","301,762"
1223,FL-23,FL,Florida,2018,Senate,63.5,36.2,-27.3,"176,546","100,664","-75,882","277,833"
1224,FL-24,FL,Florida,2018,Senate,83.1,16.7,-66.4,"179,039","35,970","-143,069","215,544"
1225,FL-25,FL,Florida,2018,Senate,42,57.7,15.7,"89,898","123,458","33,560","213,853"
1226,FL-26,FL,Florida,2018,Senate,53.9,45.9,-8,"127,445","108,435","-19,010","236,429"
1227,FL-27,FL,Florida,2018,Senate,55.9,43.9,-12,"141,392","110,929","-30,463","252,852"
1201,FL-01,FL,Florida,2018,Governor,31.2,67.2,36,"100,907","217,565","116,658","323,737"
1202,FL-02,FL,Florida,2018,Governor,32.6,65.9,33.3,"97,087","196,418","99,331","298,186"
1203,FL-03,FL,Florida,2018,Governor,43.7,55.1,11.4,"134,933","170,236","35,303","309,049"
1204,FL-04,FL,Florida,2018,Governor,37.9,61.2,23.3,"145,785","235,230","89,445","384,672"
1205,FL-05,FL,Florida,2018,Governor,64.8,34.2,-30.7,"179,153","94,417","-84,736","276,307"
1206,FL-06,FL,Florida,2018,Governor,42,56.5,14.5,"141,680","190,677","48,997","337,525"
1207,FL-07,FL,Florida,2018,Governor,54.5,44.2,-10.3,"174,609","141,506","-33,103","320,268"
1208,FL-08,FL,Florida,2018,Governor,40.2,58.2,17.9,"145,894","210,821","64,927","362,514"
1209,FL-09,FL,Florida,2018,Governor,54.6,43.9,-10.7,"164,933","132,498","-32,435","302,002"
1210,FL-10,FL,Florida,2018,Governor,63.2,35.7,-27.5,"174,600","98,587","-76,013","276,210"
1211,FL-11,FL,Florida,2018,Governor,33.8,64.4,30.6,"125,342","239,039","113,697","371,212"
1212,FL-12,FL,Florida,2018,Governor,42.1,56.1,14,"141,496","188,491","46,995","335,969"
1213,FL-13,FL,Florida,2018,Governor,52.9,45.3,-7.6,"168,284","144,066","-24,218","317,817"
1214,FL-14,FL,Florida,2018,Governor,58.8,39.9,-18.9,"168,054","114,162","-53,892","285,815"
1215,FL-15,FL,Florida,2018,Governor,45.7,52.7,7,"132,604","152,796","20,192","289,854"
1216,FL-16,FL,Florida,2018,Governor,45.2,53.3,8.1,"165,044","194,528","29,484","364,790"
1217,FL-17,FL,Florida,2018,Governor,36.1,62.1,25.9,"113,895","195,710","81,815","315,282"
1218,FL-18,FL,Florida,2018,Governor,46.6,52.4,5.8,"159,321","179,189","19,868","342,091"
1219,FL-19,FL,Florida,2018,Governor,37.2,61.5,24.2,"127,804","211,069","83,265","343,479"
1220,FL-20,FL,Florida,2018,Governor,82.1,17.3,-64.9,"202,357","42,513","-159,844","246,355"
1221,FL-21,FL,Florida,2018,Governor,60.5,38.7,-21.8,"189,046","120,877","-68,169","312,363"
1222,FL-22,FL,Florida,2018,Governor,58.6,40.7,-17.9,"181,561","126,036","-55,525","309,949"
1223,FL-23,FL,Florida,2018,Governor,62.1,37,-25.1,"176,958","105,460","-71,498","284,872"
1224,FL-24,FL,Florida,2018,Governor,83.5,15.6,-67.9,"182,307","34,127","-148,180","218,252"
1225,FL-25,FL,Florida,2018,Governor,41.5,57,15.5,"88,208","121,108","32,900","212,340"
1226,FL-26,FL,Florida,2018,Governor,53,45.8,-7.2,"124,878","107,867","-17,011","235,607"
1227,FL-27,FL,Florida,2018,Governor,54.6,44.3,-10.3,"137,352","111,528","-25,824","251,721"
1201,FL-01,FL,Florida,2016,President,27.9,66.8,38.9,"107,064","256,589","149,525","384,259"
1202,FL-02,FL,Florida,2016,President,30.4,65.7,35.3,"108,523","234,698","126,175","357,399"
1203,FL-03,FL,Florida,2016,President,39.8,55.7,15.8,"141,354","197,459","56,105","354,751"
1204,FL-04,FL,Florida,2016,President,33.7,61.6,27.9,"142,899","261,153","118,254","424,192"
1205,FL-05,FL,Florida,2016,President,60.7,35.7,-25,"192,093","112,906","-79,187","316,420"
1206,FL-06,FL,Florida,2016,President,39.6,56.4,16.8,"151,397","215,841","64,444","382,703"
1207,FL-07,FL,Florida,2016,President,50.8,43.6,-7.2,"186,768","160,207","-26,561","367,763"
1208,FL-08,FL,Florida,2016,President,37.4,57.9,20.5,"151,446","234,673","83,227","405,422"
1209,FL-09,FL,Florida,2016,President,54.3,41.5,-12.8,"195,363","149,346","-46,017","359,778"
1210,FL-10,FL,Florida,2016,President,61.2,34.6,-26.6,"194,790","110,008","-84,782","318,283"
1211,FL-11,FL,Florida,2016,President,32.3,64.4,32.1,"133,476","266,314","132,838","413,789"
1212,FL-12,FL,Florida,2016,President,38.5,56.9,18.4,"147,780","218,493","70,713","383,946"
1213,FL-13,FL,Florida,2016,President,49.1,45.9,-3.2,"178,823","167,264","-11,559","364,352"
1214,FL-14,FL,Florida,2016,President,56.5,38.6,-18,"188,917","128,882","-60,035","334,085"
1215,FL-15,FL,Florida,2016,President,42.7,52.6,9.9,"144,254","177,664","33,410","337,636"
1216,FL-16,FL,Florida,2016,President,42.5,53.2,10.7,"170,445","213,275","42,830","400,780"
1217,FL-17,FL,Florida,2016,President,34.8,61.7,27,"123,915","220,147","96,232","356,569"
1218,FL-18,FL,Florida,2016,President,43.7,52.8,9.1,"168,558","203,771","35,213","385,572"
1219,FL-19,FL,Florida,2016,President,37.4,59.4,22,"143,301","227,600","84,299","383,024"
1220,FL-20,FL,Florida,2016,President,79.8,18,-61.8,"231,603","52,304","-179,299","290,321"
1221,FL-21,FL,Florida,2016,President,58.3,38.9,-19.4,"206,198","137,447","-68,751","353,491"
1222,FL-22,FL,Florida,2016,President,56.4,40.7,-15.6,"202,300","146,215","-56,085","358,861"
1223,FL-23,FL,Florida,2016,President,61.5,35.6,-25.9,"209,167","120,979","-88,188","340,265"
1224,FL-24,FL,Florida,2016,President,82.4,15.3,-67.1,"219,762","40,793","-178,969","266,636"
1225,FL-25,FL,Florida,2016,President,47.6,49.3,1.7,"126,396","130,839","4,443","265,340"
1226,FL-26,FL,Florida,2016,President,56.3,40.2,-16.1,"164,252","117,205","-47,047","291,522"
1227,FL-27,FL,Florida,2016,President,58,38.6,-19.4,"174,131","115,814","-58,317","300,258"
1201,FL-01,FL,Florida,2016,Senate,25.2,70.4,45.2,"95,324","266,074","170,750","377,807"
1202,FL-02,FL,Florida,2016,Senate,30.3,65.7,35.4,"106,496","231,107","124,611","351,700"
1203,FL-03,FL,Florida,2016,Senate,37,59.2,22.2,"128,815","205,938","77,123","348,057"
1204,FL-04,FL,Florida,2016,Senate,28,68.3,40.3,"116,837","284,990","168,153","417,008"
1205,FL-05,FL,Florida,2016,Senate,55.6,41,-14.6,"172,697","127,346","-45,351","310,752"
1206,FL-06,FL,Florida,2016,Senate,38.7,56.5,17.8,"144,783","211,478","66,695","374,235"
1207,FL-07,FL,Florida,2016,Senate,46.5,49.2,2.7,"166,852","176,593","9,741","359,072"
1208,FL-08,FL,Florida,2016,Senate,36.1,58.7,22.6,"143,832","233,778","89,946","398,130"
1209,FL-09,FL,Florida,2016,Senate,49.6,46,-3.6,"174,837","162,029","-12,808","352,539"
1210,FL-10,FL,Florida,2016,Senate,55.8,40.3,-15.6,"174,059","125,530","-48,529","311,725"
1211,FL-11,FL,Florida,2016,Senate,32.5,61.9,29.4,"131,905","251,027","119,122","405,721"
1212,FL-12,FL,Florida,2016,Senate,38.2,56.1,17.9,"143,188","210,428","67,240","375,287"
1213,FL-13,FL,Florida,2016,Senate,48.1,46.5,-1.5,"170,861","165,457","-5,404","355,567"
1214,FL-14,FL,Florida,2016,Senate,52.1,43.7,-8.4,"170,233","142,908","-27,325","326,860"
1215,FL-15,FL,Florida,2016,Senate,40.7,54.3,13.6,"134,797","179,857","45,060","331,280"
1216,FL-16,FL,Florida,2016,Senate,40.4,55.2,14.8,"158,661","216,873","58,212","392,886"
1217,FL-17,FL,Florida,2016,Senate,33.3,61.8,28.5,"116,194","215,713","99,519","349,139"
1218,FL-18,FL,Florida,2016,Senate,45.5,52.1,6.6,"172,865","197,838","24,973","380,017"
1219,FL-19,FL,Florida,2016,Senate,31.5,65.2,33.7,"118,834","246,260","127,426","377,757"
1220,FL-20,FL,Florida,2016,Senate,77.1,21,-56.2,"219,844","59,791","-160,053","285,003"
1221,FL-21,FL,Florida,2016,Senate,55.4,42.2,-13.2,"191,651","146,057","-45,594","345,962"
1222,FL-22,FL,Florida,2016,Senate,54.5,43.1,-11.4,"191,407","151,377","-40,030","351,036"
1223,FL-23,FL,Florida,2016,Senate,57.8,39.8,-18,"192,514","132,593","-59,921","332,993"
1224,FL-24,FL,Florida,2016,Senate,77.6,20.1,-57.4,"202,583","52,565","-150,018","261,184"
1225,FL-25,FL,Florida,2016,Senate,37.6,60,22.4,"98,059","156,467","58,408","260,643"
1226,FL-26,FL,Florida,2016,Senate,48.2,49.3,1.2,"138,214","141,586","3,372","286,931"
1227,FL-27,FL,Florida,2016,Senate,49.3,48.5,-0.7,"145,746","143,531","-2,215","295,885"
1201,FL-01,FL,Florida,2014,Governor,,,,,,,
1202,FL-02,FL,Florida,2014,Governor,,,,,,,
1203,FL-03,FL,Florida,2014,Governor,,,,,,,
1204,FL-04,FL,Florida,2014,Governor,,,,,,,
1205,FL-05,FL,Florida,2014,Governor,,,,,,,
1206,FL-06,FL,Florida,2014,Governor,,,,,,,
1207,FL-07,FL,Florida,2014,Governor,,,,,,,
1208,FL-08,FL,Florida,2014,Governor,,,,,,,
1209,FL-09,FL,Florida,2014,Governor,,,,,,,
1210,FL-10,FL,Florida,2014,Governor,,,,,,,
1211,FL-11,FL,Florida,2014,Governor,,,,,,,
1212,FL-12,FL,Florida,2014,Governor,,,,,,,
1213,FL-13,FL,Florida,2014,Governor,,,,,,,
1214,FL-14,FL,Florida,2014,Governor,,,,,,,
1215,FL-15,FL,Florida,2014,Governor,,,,,,,
1216,FL-16,FL,Florida,2014,Governor,,,,,,,
1217,FL-17,FL,Florida,2014,Governor,,,,,,,
1218,FL-18,FL,Florida,2014,Governor,,,,,,,
1219,FL-19,FL,Florida,2014,Governor,,,,,,,
1220,FL-20,FL,Florida,2014,Governor,,,,,,,
1221,FL-21,FL,Florida,2014,Governor,,,,,,,
1222,FL-22,FL,Florida,2014,Governor,,,,,,,
1223,FL-23,FL,Florida,2014,Governor,,,,,,,
1224,FL-24,FL,Florida,2014,Governor,,,,,,,
1225,FL-25,FL,Florida,2014,Governor,,,,,,,
1226,FL-26,FL,Florida,2014,Governor,,,,,,,
1227,FL-27,FL,Florida,2014,Governor,,,,,,,
1301,GA-01,GA,Georgia,2024,President,41.8,57.6,15.8,"152,157","209,766","57,609","363,903"
1302,GA-02,GA,Georgia,2024,President,53.6,46,-7.6,"169,767","145,620","-24,147","316,657"
1303,GA-03,GA,Georgia,2024,President,34.9,64.6,29.7,"145,846","270,151","124,305","418,466"
1304,GA-04,GA,Georgia,2024,President,75.7,23.2,-52.5,"234,107","71,829","-162,278","309,227"
1305,GA-05,GA,Georgia,2024,President,85.3,13.7,-71.6,"300,220","48,212","-252,008","352,020"
1306,GA-06,GA,Georgia,2024,President,74.6,24.6,-49.9,"280,228","92,564","-187,664","375,844"
1307,GA-07,GA,Georgia,2024,President,38.4,60.5,22,"166,107","261,295","95,188","432,225"
1308,GA-08,GA,Georgia,2024,President,34.5,65.1,30.6,"119,189","225,077","105,888","345,695"
1309,GA-09,GA,Georgia,2024,President,32.6,66.7,34.1,"130,883","267,731","136,848","401,625"
1310,GA-10,GA,Georgia,2024,President,39.3,60.1,20.8,"162,653","248,788","86,135","413,992"
1311,GA-11,GA,Georgia,2024,President,37.9,61.2,23.3,"159,375","257,408","98,033","420,715"
1312,GA-12,GA,Georgia,2024,President,42.7,56.8,14.1,"148,916","198,212","49,296","348,841"
1313,GA-13,GA,Georgia,2024,President,70.7,28.4,-42.3,"257,798","103,643","-154,155","364,772"
1314,GA-14,GA,Georgia,2024,President,31.3,68.1,36.8,"120,771","262,821","142,050","386,084"
1301,GA-01,GA,Georgia,2022,Senate,42.5,55.7,13.2,"112,632","147,727","35,095","265,093"
1302,GA-02,GA,Georgia,2022,Senate,54,44.7,-9.2,"130,826","108,458","-22,368","242,371"
1303,GA-03,GA,Georgia,2022,Senate,34.5,63.2,28.7,"107,634","197,271","89,637","312,269"
1304,GA-04,GA,Georgia,2022,Senate,79.7,18.6,-61.1,"222,226","51,898","-170,328","278,940"
1305,GA-05,GA,Georgia,2022,Senate,84.2,14.3,-69.9,"252,591","42,814","-209,777","300,065"
1306,GA-06,GA,Georgia,2022,Senate,41.5,55.6,14.2,"138,257","185,470","47,213","333,503"
1307,GA-07,GA,Georgia,2022,Senate,62.7,35,-27.7,"147,498","82,347","-65,151","235,421"
1308,GA-08,GA,Georgia,2022,Senate,34.2,64.2,30,"89,763","168,505","78,742","262,350"
1309,GA-09,GA,Georgia,2022,Senate,29.3,68,38.6,"86,685","200,877","114,192","295,454"
1310,GA-10,GA,Georgia,2022,Senate,37.9,59.9,22,"117,153","185,038","67,885","308,919"
1311,GA-11,GA,Georgia,2022,Senate,41.1,56,14.8,"125,693","171,027","45,334","305,557"
1312,GA-12,GA,Georgia,2022,Senate,42.6,55.9,13.3,"113,867","149,251","35,384","267,009"
1313,GA-13,GA,Georgia,2022,Senate,82.2,16.4,-65.9,"219,865","43,730","-176,135","267,359"
1314,GA-14,GA,Georgia,2022,Senate,31.1,66.5,35.4,"81,427","174,029","92,602","261,614"
1301,GA-01,GA,Georgia,2022,Governor,39.2,60.1,20.9,"104,290","159,775","55,485","266,044"
1302,GA-02,GA,Georgia,2022,Governor,51.6,47.9,-3.7,"125,592","116,526","-9,066","243,340"
1303,GA-03,GA,Georgia,2022,Governor,31.1,68.2,37.1,"97,563","214,101","116,538","313,976"
1304,GA-04,GA,Georgia,2022,Governor,76.6,22.8,-53.8,"214,397","63,804","-150,593","279,943"
1305,GA-05,GA,Georgia,2022,Governor,80.3,19.2,-61.1,"241,337","57,644","-183,693","300,680"
1306,GA-06,GA,Georgia,2022,Governor,35.7,63.4,27.7,"119,791","212,790","92,999","335,547"
1307,GA-07,GA,Georgia,2022,Governor,58.3,40.9,-17.4,"137,913","96,862","-41,051","236,598"
1308,GA-08,GA,Georgia,2022,Governor,31.7,67.7,36.1,"83,380","178,425","95,045","263,425"
1309,GA-09,GA,Georgia,2022,Governor,25.3,73.8,48.5,"75,271","219,462","144,191","297,284"
1310,GA-10,GA,Georgia,2022,Governor,34.6,64.7,30.2,"107,294","201,001","93,707","310,472"
1311,GA-11,GA,Georgia,2022,Governor,36.6,62.5,25.9,"112,512","191,931","79,419","307,153"
1312,GA-12,GA,Georgia,2022,Governor,40,59.4,19.4,"107,093","159,122","52,029","267,899"
1313,GA-13,GA,Georgia,2022,Governor,80.1,19.3,-60.8,"214,796","51,820","-162,976","268,088"
1314,GA-14,GA,Georgia,2022,Governor,27.5,71.6,44.1,"72,444","188,309","115,865","262,959"
1301,GA-01,GA,Georgia,2020,President,43.1,55.5,12.4,"143,292","184,539","41,247","332,314"
1302,GA-02,GA,Georgia,2020,President,55.7,43.5,-12.2,"155,886","121,746","-34,140","280,015"
1303,GA-03,GA,Georgia,2020,President,36.8,61.9,25.1,"140,326","235,993","95,667","380,990"
1304,GA-04,GA,Georgia,2020,President,78.8,20.2,-58.5,"281,756","72,371","-209,385","357,718"
1305,GA-05,GA,Georgia,2020,President,86.2,12.6,-73.6,"313,687","45,891","-267,796","363,733"
1306,GA-06,GA,Georgia,2020,President,54.9,43.6,-11.3,"220,777","175,279","-45,498","402,251"
1307,GA-07,GA,Georgia,2020,President,52.4,46.2,-6.2,"199,079","175,395","-23,684","379,884"
