state,county_name,county_id,dem_2018,gop_2018,oth_2018,total_2018
CT,Fairfield,09001,217601,131321,3083,352005
CT,Hartford,09003,213157,123864,3845,340866
CT,Litchfield,09005,39593,43621,1080,84294
CT,Middlesex,09007,44886,32836,945,78667
CT,New Haven,09009,189456,126004,3226,318686
CT,New London,09011,62115,40993,1679,104787
CT,Tolland,09013,36713,28046,970,65729
CT,Windham,09015,22058,19032,716,41806
DE,Kent,10001,31282,27210,1261,59753
DE,New Castle,10003,145428,59526,5369,210323
DE,Sussex,10005,40675,50675,1464,92814
FL,Alachua,12001,74493,40599,20,115112
FL,Baker,12003,1945,8579,1,10525
FL,Bay,12005,16723,46681,7,63411
FL,Bradford,12007,2879,7576,1,10456
FL,Brevard,12009,121112,160305,56,281473
FL,Broward,12011,472239,211397,0,683636
FL,Calhoun,12013,1033,3586,0,4619
FL,Charlotte,12015,33525,52916,16,86457
FL,Citrus,12017,22660,48008,15,70683
FL,Clay,12019,27718,65639,11,93368
FL,Collier,12021,54390,101266,6,155662
FL,Columbia,12023,7505,17234,6,24745
FL,Desoto,12027,3328,5503,0,8831
FL,Dixie,12029,1322,4442,0,5764
FL,Duval,12031,192381,185904,45,378330
FL,Escambia,12033,52891,75947,17,128855
FL,Flagler,12035,21419,31467,11,52897
FL,Franklin,12037,2011,3404,0,5415
FL,Gadsden,12039,13945,6051,1,19997
FL,Gilchrist,12041,1633,5703,0,7336
FL,Glades,12043,1156,2666,1,3823
FL,Gulf,12045,1580,4321,0,5901
FL,Hamilton,12047,1671,2856,0,4527
FL,Hardee,12049,1916,4455,0,6371
FL,Hendry,12051,3542,5304,0,8846
FL,Hernando,12053,30798,49501,14,80313
FL,Highlands,12055,13398,26282,6,39686
FL,Hillsborough,12057,281661,239641,72,521374
FL,Holmes,12059,856,5919,0,6775
FL,Indian River,12061,29195,44798,11,74004
FL,Jackson,12063,5182,10791,1,15974
FL,Jefferson,12065,3626,3699,2,7327
FL,Lafayette,12067,623,2195,0,2818
FL,Lake,12069,61402,93537,15,154954
FL,Lee,12071,114857,174316,41,289214
FL,Leon,12073,91097,48767,34,139898
FL,Levy,12075,5319,11658,3,16980
FL,Liberty,12077,632,2076,0,2708
FL,Madison,12079,3425,4184,0,7609
FL,Manatee,12081,68877,94390,28,163295
FL,Marion,12083,59025,95592,44,154661
FL,Martin,12085,30691,46733,12,77436
FL,Miami-Dade,12086,485496,316020,31,801547
FL,Monroe,12087,18051,18035,4,36090
FL,Nassau,12089,11703,31795,3,43501
FL,Okaloosa,12091,22902,60924,19,83845
FL,Okeechobee,12093,3496,7727,1,11224
FL,Orange,12095,294308,180763,70,475141
FL,Osceola,12097,67123,47898,8,115029
FL,Palm Beach,12099,344008,244850,36,588894
FL,Pasco,12101,89447,121212,51,210710
FL,Pinellas,12103,228712,205935,127,434774
FL,Polk,12105,105748,138751,45,244544
FL,Putnam,12107,9344,18689,5,28038
FL,Santa Rosa,12113,19047,56374,10,75431
FL,Sarasota,12115,96973,113585,35,210593
FL,Seminole,12117,101504,97457,31,198992
FL,St. Johns,12109,45638,85031,12,130681
FL,St. Lucie,12111,63978,59612,34,123624
FL,Sumter,12119,21678,52868,3,74549
FL,Suwannee,12121,4044,11842,2,15888
FL,Taylor,12123,2263,5638,0,7901
FL,Union,12125,1197,3650,0,4847
FL,Volusia,12127,102819,125762,0,228581
FL,Wakulla,12129,4868,9322,0,14190
FL,Walton,12131,7485,22776,4,30265
FL,Washington,12133,1959,7101,0,9060
HI,Hawaii,15001,43348,15031,0,58379
HI,Honolulu,15003,176705,79503,0,256208
HI,Kauaʻi,15007,18510,6120,0,24630
HI,Maui,15009,37753,11381,0,49134
IN,Adams,18001,3146,7511,489,11146
IN,Allen,18003,55903,65927,4080,125910
IN,Bartholomew,18005,10071,15222,1223,26516
IN,Benton,18007,847,1926,191,2964
IN,Blackford,18009,1275,2303,300,3878
IN,Boone,18011,10981,15540,1019,27540
IN,Brown,18013,2768,4103,318,7189
IN,Carroll,18015,2071,4518,325,6914
IN,Cass,18017,4061,6617,772,11450
IN,Clark,18019,18551,22766,1967,43284
IN,Clay,18021,2601,6207,469,9277
IN,Clinton,18023,2755,5967,485,9207
IN,Crawford,18025,1504,2252,207,3963
IN,Daviess,18027,1901,6555,283,8739
IN,Dearborn,18029,4481,13287,487,18255
IN,Decatur,18031,2287,6246,473,9006
IN,DeKalb,18033,4204,9167,561,13932
IN,Delaware,18035,18159,17447,2099,37705
IN,Dubois,18037,5264,11204,658,17126
IN,Elkhart,18039,21062,31164,1661,53887
IN,Fayette,18041,2295,4704,465,7464
IN,Floyd,18043,14070,16588,1167,31825
IN,Fountain,18045,1496,4060,313,5869
IN,Franklin,18047,1619,5614,199,7432
IN,Fulton,18049,2539,4154,315,7008
IN,Gibson,18051,4001,8040,471,12512
IN,Grant,18053,6745,12393,929,20067
IN,Greene,18055,3313,6949,511,10773
IN,Hamilton,18057,61337,72325,4410,138072
IN,Hancock,18059,9770,19097,1399,30266
IN,Harrison,18061,5131,9847,639,15617
IN,Hendricks,18063,23599,36966,2247,62812
IN,Henry,18065,5171,9569,953,15693
IN,Howard,18067,11159,16736,1376,29271
IN,Huntington,18069,3699,8879,631,13209
IN,Jackson,18071,4198,9431,785,14414
IN,Jasper,18073,3278,6987,321,10586
IN,Jay,18075,1933,3990,368,6291
IN,Jefferson,18077,4313,6345,584,11242
IN,Jennings,18079,2686,5921,542,9149
IN,Johnson,18081,17479,32540,1883,51902
IN,Knox,18083,3977,7876,772,12625
IN,Kosciusko,18085,6801,18558,1022,26381
IN,LaGrange,18087,2217,5183,280,7680
IN,Lake,18089,104390,54564,3340,162294
IN,LaPorte,18091,20014,16008,1225,37247
IN,Lawrence,18093,4434,10274,788,15496
IN,Madison,18095,18701,22841,2526,44068
IN,Marion,18097,197880,98385,10840,307105
IN,Marshall,18099,5619,8747,533,14899
IN,Martin,18101,1127,2997,200,4324
IN,Miami,18103,2862,6975,527,10364
IN,Monroe,18105,34193,15540,2174,51907
IN,Montgomery,18107,3518,8362,659,12539
IN,Morgan,18109,6471,17539,1148,25158
IN,Newton,18111,1402,2966,195,4563
IN,Noble,18113,4132,8993,564,13689
IN,Ohio,18115,747,1586,62,2395
IN,Orange,18117,2135,4353,284,6772
IN,Owen,18119,2210,4601,383,7194
IN,Parke,18121,1499,3532,311,5342
IN,Perry,18123,3364,3450,337,7151
IN,Pike,18125,1679,3235,245,5159
IN,Porter,18127,33390,29368,2037,64795
IN,Posey,18129,3881,6324,435,10640
IN,Pulaski,18131,1617,2583,159,4359
IN,Putnam,18133,3512,7814,573,11899
IN,Randolph,18135,2467,5138,505,8110
IN,Ripley,18137,2350,6880,239,9469
IN,Rush,18139,1690,3991,402,6083
IN,St. Joseph,18141,53758,36456,3073,93287
IN,Scott,18143,3113,4241,309,7663
IN,Shelby,18145,4333,9340,745,14418
IN,Spencer,18147,3218,5202,455,8875
IN,Starke,18149,3119,4149,316,7584
IN,Steuben,18151,3864,7839,472,12175
IN,Sullivan,18153,2663,4340,395,7398
IN,Switzerland,18155,936,1874,115,2925
IN,Tippecanoe,18157,26376,22649,2431,51456
IN,Tipton,18159,1734,4062,331,6127
IN,Union,18161,682,1749,73,2504
IN,Vanderburgh,18163,27183,29375,1962,58520
IN,Vermillion,18165,2198,3002,392,5592
IN,Vigo,18167,15171,14813,1674,31658
IN,Wabash,18169,3159,7658,482,11299
IN,Warren,18171,914,2208,157,3279
IN,Warrick,18173,9594,14010,762,24366
IN,Washington,18175,2806,6127,448,9381
IN,Wayne,18177,7482,11241,1039,19762
IN,Wells,18179,2694,7819,379,10892
IN,White,18181,2739,5100,654,8493
IN,Whitley,18183,3818,9019,547,13384
MA,Barnstable,25001,62670,51810,3628,118108
MA,Berkshire,25003,38792,13501,1543,53836
MA,Bristol,25005,98921,83919,6673,189513
MA,Dukes,25007,7414,2338,381,10133
MA,Essex,25009,178343,121067,11767,311177
MA,Franklin,25011,22912,8790,1265,32967
MA,Hampden,25013,86861,63152,5886,155899
MA,Hampshire,25015,49943,18217,2571,70731
MA,Middlesex,25017,440901,202871,22642,666414
MA,Nantucket,25019,2233,1386,165,3784
MA,Norfolk,25021,179853,117202,9624,306679
MA,Plymouth,25023,107595,109995,6490,224080
MA,Suffolk,25025,196623,46502,6325,249450
MA,Worcester,25027,159881,138495,12772,311148
MD,Allegany,24001,8597,13790,962,23349
MD,Anne Arundel,24003,122910,92401,13392,228703
MD,Baltimore (City),24510,160370,16184,7888,184442
MD,Baltimore (County),24005,197530,106275,20795,324600
MD,Calvert,24009,17372,19901,1758,39031
MD,Caroline,24011,4265,6474,565,11304
MD,Carroll,24013,25986,42479,6024,74489
MD,Cecil,24015,13237,19851,1703,34791
MD,Charles,24017,44874,17872,1787,64533
MD,Dorchester,24019,5928,5864,500,12292
MD,Frederick,24021,55256,47038,4639,106933
MD,Garrett,24023,2817,7801,321,10939
MD,Harford,24025,45921,56749,7637,110307
MD,Howard,24027,96067,38797,8584,143448
MD,Kent,24029,4588,3490,500,8578
MD,Montgomery,24031,314568,74924,17505,406997
