state,county_name,county_id,dem_2018,gop_2018,oth_2018,total_2018
MN,Kandiyohi,27067,7539,10095,950,18584
MN,Ramsey,27123,167610,63925,13056,244591
MN,Lac Qui Parle,27073,1471,1716,154,3341
MN,Pine,27115,4714,6234,620,11568
MN,Traverse,27155,678,778,60,1516
MN,Kittson,27069,1128,1080,128,2336
MN,Grant,27051,1339,1645,144,3128
MN,Dodge,27039,3472,5183,443,9098
MN,Isanti,27059,6003,10364,980,17347
MN,Carlton,27017,9161,6393,786,16340
MN,Becker,27005,5721,8265,705,14691
MN,Steele,27147,6511,8831,941,16283
MN,Mower,27099,7316,6478,838,14632
MN,Murray,27101,1595,2293,205,4093
MN,Clearwater,27029,1159,2168,144,3471
MN,Stevens,27149,1926,2260,194,4380
MN,Sherburne,27141,13589,23611,2015,39215
MN,Renville,27129,2439,3519,318,6276
MN,Pope,27121,2272,2907,251,5430
MN,Faribault,27043,2425,3590,340,6355
MN,Todd,27153,3095,6149,347,9591
MN,Rock,27133,1259,2342,148,3749
MN,Crow Wing,27035,11648,18094,1547,31289
MN,Mahnomen,27087,984,759,154,1897
MN,Lake,27075,3209,2432,255,5896
MN,Nicollet,27103,8198,6609,864,15671
MN,Goodhue,27049,10168,11761,1142,23071
MN,Scott,27139,28722,34158,3147,66027
MN,Wabasha,27157,4128,5392,442,9962
MN,Redwood,27127,2038,3847,307,6192
MN,Carver,27019,22078,26872,1882,50832
MN,Chippewa,27023,2289,2900,314,5503
MN,Koochiching,27071,2581,2450,204,5235
MN,Nobles,27105,2774,3760,388,6922
MN,Houston,27055,4042,4430,428,8900
MN,Pennington,27113,2263,2816,260,5339
MN,Hennepin,27053,419462,182439,25862,627763
MN,Mille Lacs,27095,3899,6165,631,10695
MN,Rice,27131,14719,12321,1361,28401
MN,Red Lake,27125,743,803,97,1643
MN,Yellow Medicine,27173,1635,2481,188,4304
MN,Olmsted,27109,37088,31314,2681,71083
MN,Cook,27031,2024,1034,146,3204
MN,Martin,27091,3004,5251,446,8701
MN,Le Sueur,27079,5133,6980,690,12803
