state,county_name,county_id,dem_2016,gop_2016,oth_2016,total_2016,districts_2016
GA,Putnam,13237,0,7705,6,7711,10
GA,Quitman,13239,569,404,0,973,2
GA,Rabun,13241,0,6708,0,6708,9
GA,Randolph,13243,1898,925,0,2823,2
GA,Richmond,13245,45023,28161,0,73184,12
GA,Rockdale,13247,23164,13648,0,36812,4
GA,Schley,13249,601,1279,0,1880,2
GA,Screven,13251,2044,3426,0,5470,12
GA,Seminole,13253,1517,1959,0,3476,2
GA,Spalding,13255,8681,15706,0,24387,3
GA,Stephens,13257,0,8597,0,8597,9
GA,Stewart,13259,1455,529,0,1984,2
GA,Sumter,13261,6292,4547,0,10839,2
GA,Talbot,13263,2083,1029,0,3112,2
GA,Taliaferro,13265,0,490,0,490,10
GA,Tattnall,13267,1442,5052,0,6494,12
GA,Taylor,13269,1610,1705,0,3315,2
GA,Telfair,13271,1214,2304,0,3518,8
GA,Terrell,13273,2585,1547,0,4132,2
GA,Thomas,13275,6544,11532,0,18076,8
GA,Tift,13277,3456,10348,0,13804,8
GA,Toombs,13279,2091,6589,0,8680,12
GA,Towns,13281,0,5655,0,5655,9
GA,Treutlen,13283,706,1759,0,2465,12
GA,Troup,13285,8799,16497,0,25296,3
GA,Turner,13287,1029,2279,0,3308,8
GA,Twiggs,13289,1800,2002,0,3802,8
GA,Union,13291,0,10491,0,10491,9
GA,Upson,13293,3206,7224,0,10430,3
GA,Walker,13295,0,20871,0,20871,14
GA,Walton,13297,0,34727,0,34727,10
GA,Ware,13299,0,10191,0,10191,1
GA,Warren,13301,0,1483,0,1483,10
GA,Washington,13303,0,5591,0,5591,10
GA,Wayne,13305,0,9037,22,9059,1
GA,Webster,13307,580,515,0,1095,2
GA,Wheeler,13309,568,1372,0,1940,12
GA,White,13311,0,10555,0,10555,9
GA,Whitfield,13313,0,25386,5,25391,14
GA,Wilcox,13315,719,2114,0,2833,8
GA,Wilkes,13317,0,3110,2,3112,10
GA,Wilkinson,13319,1687,2311,0,3998,8
GA,Worth,13321,1895,6129,0,8024,8
HI,Hawaii,15001,51047,11453,0,62500,2
HI,Honolulu,15003,203341,61163,30721,295225,1;2
HI,Kauai,15007,20833,4297,0,25130,2
HI,Maui,15009,41046,8713,0,49759,2
ID,Ada,16001,77689,110777,4798,193264,1;2
ID,Adams,16003,609,1534,0,2143,1
ID,Bannock,16005,11671,19311,2463,33445,2
ID,Bear Lake,16007,322,2375,218,2915,2
ID,Benewah,16009,1002,3114,0,4116,1
ID,Bingham,16011,3049,11578,1783,16410,2
ID,Blaine,16013,5640,4820,241,10701,2
ID,Boise,16015,1158,2599,0,3757,1
ID,Bonner,16017,6800,13617,0,20417,1
ID,Bonneville,16019,8641,30653,3746,43040,2
ID,Boundary,16021,1149,3958,0,5107,1
ID,Butte,16023,170,941,113,1224,2
ID,Camas,16025,125,416,40,581,2
ID,Canyon,16027,21831,50174,14,72019,1
ID,Caribou,16029,354,2399,248,3001,2
ID,Cassia,16031,1091,6135,870,8096,2
ID,Clark,16033,38,212,27,277,2
ID,Clearwater,16035,962,2740,0,3702,1
ID,Custer,16037,413,1628,297,2338,2
ID,Elmore,16039,1858,5842,615,8315,2
ID,Franklin,16041,477,4590,371,5438,2
ID,Fremont,16043,735,4351,593,5679,2
ID,Gem,16045,1967,5893,3,7863,1
ID,Gooding,16047,1000,3676,490,5166,2
ID,Idaho,16049,1701,6406,0,8107,1
ID,Jefferson,16051,1249,8765,1276,11290,2
ID,Jerome,16053,1320,4710,663,6693,2
ID,Kootenai,16055,18816,46330,0,65146,1
ID,Latah,16057,9073,9075,0,18148,1
ID,Lemhi,16059,716,2940,356,4012,2
ID,Lewis,16061,374,1217,0,1591,1
ID,Lincoln,16063,376,1221,137,1734,2
ID,Madison,16065,1469,12473,1295,15237,2
ID,Minidoka,16067,1221,4785,713,6719,2
ID,Nez Perce,16069,5990,11162,0,17152,1
ID,Oneida,16071,223,1653,165,2041,2
ID,Owyhee,16073,841,3027,1,3869,1
ID,Payette,16075,2227,6392,23,8642,1
ID,Power,16077,696,1885,198,2779,2
ID,Shoshone,16079,1887,3194,0,5081,1
ID,Teton,16081,2182,2605,184,4971,2
ID,Twin Falls,16083,6295,20097,3117,29509,2
ID,Valley,16085,2324,3003,0,5327,1
ID,Washington,16087,1139,3271,0,4410,1
IL,Adams,17001,7718,23843,4,31565,18
IL,Alexander,17003,1139,1412,134,2685,12
IL,Bond,17005,647,5944,5,6596,13;15
IL,Boone,17007,0,18991,389,19380,16
IL,Brown,17009,418,1849,4,2271,18
IL,Bureau,17011,0,13769,216,13985,16
IL,Calhoun,17013,781,1672,0,2453,13
IL,Carroll,17015,3988,3391,0,7379,17
IL,Cass,17017,1403,3612,3,5018,18
IL,Champaign,17019,37567,47357,193,85117,13;15
IL,Christian,17021,2973,12306,23,15302,13
IL,Clark,17023,0,6625,0,6625,15
IL,Clay,17025,0,5409,0,5409,15
IL,Clinton,17027,0,15537,0,15537,15
IL,Coles,17029,0,17774,0,17774,15
IL,Cook,17031,1582257,410444,21707,2014408,1;2;3;4;5;6;7;8;9;10;11
IL,Crawford,17033,0,7581,0,7581,15
IL,Cumberland,17035,0,4948,0,4948,15
IL,De Witt,17039,1629,5779,20,7428,13
IL,DeKalb,17037,6555,29421,879,36855,14;16
IL,Douglas,17041,0,7242,0,7242,15
IL,DuPage,17043,200711,218002,1089,419802,3;5;6;8;11;14
IL,Edgar,17045,0,6782,0,6782,15
IL,Edwards,17047,0,2983,0,2983,15
IL,Effingham,17049,0,15365,0,15365,15
IL,Fayette,17051,0,8253,0,8253,15
IL,Ford,17053,0,5660,39,5699,15;16
IL,Franklin,17055,5605,11759,974,18338,12
IL,Fulton,17057,9690,5899,0,15589,17
IL,Gallatin,17059,0,2014,0,2014,15
IL,Greene,17061,1254,4110,11,5375,13
IL,Grundy,17063,0,19640,280,19920,16
IL,Hamilton,17065,0,3304,0,3304,15
IL,Hancock,17067,2092,6723,6,8821,18
IL,Hardin,17069,0,1819,0,1819,15
IL,Henderson,17071,1796,1656,0,3452,17
IL,Henry,17073,12924,11477,0,24401,17
IL,Iroquois,17075,0,11669,108,11777,16
IL,Jackson,17077,9558,12823,1850,24231,12
IL,Jasper,17079,0,4435,0,4435,15
IL,Jefferson,17081,4388,11023,1029,16440,12
IL,Jersey,17083,2842,7743,17,10602,13
IL,Jo Daviess,17085,5735,5360,0,11095,17
IL,Johnson,17087,0,5199,0,5199,15
IL,Kane,17089,95536,100413,0,195949,6;8;11;14
IL,Kankakee,17091,20881,24750,70,45701,2
IL,Kendall,17093,23596,28841,0,52437,11;14
IL,Knox,17095,12882,9486,0,22368,17
IL,LaSalle,17099,0,39890,1006,40896,16
IL,Lake,17097,146148,150079,531,296758,6;10;14
IL,Lawrence,17101,0,5179,0,5179,15
IL,Lee,17103,0,13102,203,13305,16
IL,Livingston,17105,0,13548,142,13690,16
IL,Logan,17107,2527,9567,22,12116,18
IL,Macon,17115,15827,31188,84,47099,13
IL,Macoupin,17117,7332,14247,37,21616,13
IL,Madison,17119,41818,75772,4532,122122,12;13;15
IL,Marion,17121,0,14720,0,14720,15
IL,Marshall,17123,1449,4379,5,5833,18
IL,Mason,17125,1734,4669,4,6407,18
IL,Massac,17127,0,5567,0,5567,15
IL,McDonough,17109,4800,7944,16,12760,18
IL,McHenry,17111,55053,84088,0,139141,6;14
IL,McLean,17113,30541,48799,109,79449,13;18
IL,Menard,17129,1341,5000,10,6351,18
IL,Mercer,17131,4587,3852,0,8439,17
IL,Monroe,17133,5584,12717,759,19060,12
IL,Montgomery,17135,3665,8961,29,12655,13
IL,Morgan,17137,3478,11101,11,14590,18
IL,Moultrie,17139,0,5420,0,5420,15
IL,Ogle,17141,0,20757,477,21234,16
IL,Peoria,17143,37519,41827,0,79346,17;18
IL,Perry,17145,2547,6983,295,9825,12
IL,Piatt,17147,2028,6918,16,8962,13
IL,Pike,17149,1615,5661,10,7286,18
IL,Pope,17151,0,1792,0,1792,15
IL,Pulaski,17153,1022,1524,112,2658,12
IL,Putnam,17155,0,2464,22,2486,16
IL,Randolph,17157,4375,9307,429,14111,12
IL,Richland,17159,0,6668,0,6668,15
IL,Rock Island,17161,39209,24053,0,63262,17
IL,Saline,17165,0,9049,0,9049,15
IL,Sangamon,17167,32879,63426,139,96444,13;18
IL,Schuyler,17169,959,2746,7,3712,18
IL,Scott,17171,492,2051,4,2547,18
IL,Shelby,17173,0,9511,0,9511,15
IL,St. Clair,17163,58719,54031,6778,119528,12
IL,Stark,17175,417,2189,6,2612,16;18
IL,Stephenson,17177,10341,9602,0,19943,17
IL,Tazewell,17179,22062,41964,63,64089,17;18
IL,Union,17181,2131,6019,364,8514,12
IL,Vermilion,17183,0,25371,0,25371,15
IL,Wabash,17185,0,4729,0,4729,15
IL,Warren,17187,4233,3514,0,7747,17
IL,Washington,17189,0,6458,0,6458,15
IL,Wayne,17191,0,7311,0,7311,15
IL,White,17193,0,6278,0,6278,15
IL,Whiteside,17195,14790,10456,0,25246,17
IL,Will,17197,158847,125362,1775,285984,1;2;3;11;14;16
IL,Williamson,17199,8061,21497,1632,31190,12
IL,Winnebago,17201,21213,81055,1704,103972,16;17
IL,Woodford,17203,4628,14980,33,19641,18
IA,Adair,19001,951,2563,221,3735,3
IA,Adams,19003,476,1448,114,2038,3
IA,Allamakee,19005,2573,4067,13,6653,1
IA,Appanoose,19007,2590,3253,6,5849,2
IA,Audubon,19009,1167,2011,2,3180,4
IA,Benton,19011,5001,8394,23,13418,1
IA,Black Hawk,19013,31948,30853,91,62892,1
IA,Boone,19015,6292,7421,17,13730,4
IA,Bremer,19017,5301,7943,21,13265,1
IA,Buchanan,19019,4250,5739,14,10003,1
IA,Buena Vista,19021,3322,4655,4,7981,4
IA,Butler,19023,2235,4898,12,7145,4
IA,Calhoun,19025,1586,3339,11,4936,4
IA,Carroll,19027,3800,6305,11,10116,4
IA,Cass,19029,1570,4875,395,6840,3
IA,Cedar,19031,4658,4549,13,9220,2
IA,Cerro Gordo,19033,10450,11563,25,22038,4
IA,Cherokee,19035,2226,3888,9,6123,4
IA,Chickasaw,19037,2446,3664,5,6115,4
IA,Clarke,19039,1925,2246,5,4176,2
IA,Clay,19041,3015,5331,9,8355,4
IA,Clayton,19043,3504,5393,11,8908,1
IA,Clinton,19045,12185,10214,34,22433,2
IA,Crawford,19047,2368,4315,6,6689,4
IA,Dallas,19049,12663,22491,2050,37204,3
IA,Davis,19051,1795,1959,11,3765,2
IA,Decatur,19053,1577,1914,8,3499,2
IA,Delaware,19055,3062,6010,13,9085,1
IA,Des Moines,19057,10190,8089,25,18304,2
IA,Dickinson,19059,3619,6503,11,10133,4
IA,Dubuque,19061,22025,26515,63,48603,1
IA,Emmet,19063,1671,2955,6,4632,4
IA,Fayette,19065,3910,5854,19,9783,1
IA,Floyd,19067,3446,4314,7,7767,4
IA,Franklin,19069,1653,3118,7,4778,4
IA,Fremont,19071,714,2477,276,3467,3
IA,Greene,19073,1902,2707,3,4612,4
IA,Grundy,19075,1823,4823,5,6651,4
IA,Guthrie,19077,1473,3751,411,5635,3
IA,Hamilton,19079,2913,4513,13,7439,4
IA,Hancock,19081,1877,3826,5,5708,4
IA,Hardin,19083,3056,5252,4,8312,4
IA,Harrison,19085,2361,4811,15,7187,4
IA,Henry,19087,4141,4861,13,9015,2
IA,Howard,19089,1845,2532,3,4380,1
IA,Humboldt,19091,1344,3522,10,4876,4
IA,Ida,19093,1106,2424,5,3535,4
IA,Iowa,19095,3172,5412,18,8602,1
IA,Jackson,19097,4158,5493,11,9662,1
IA,Jasper,19099,8809,9455,25,18289,2
IA,Jefferson,19101,4572,3194,18,7784,2
IA,Johnson,19103,50691,23386,112,74189,2
IA,Jones,19105,3959,5941,23,9923,1
IA,Keokuk,19107,1945,2754,4,4703,2
IA,Kossuth,19109,3232,5238,5,8475,4
IA,Lee,19111,8543,7152,27,15722,2
IA,Linn,19113,58744,55383,274,114401,1
IA,Louisa,19115,2179,2639,8,4826,2
IA,Lucas,19117,1585,2511,2,4098,2
IA,Lyon,19119,1099,5066,10,6175,4
IA,Madison,19121,2281,5653,530,8464,3
IA,Mahaska,19123,3384,6585,11,9980,2
IA,Marion,19125,6611,10276,20,16907,2
IA,Marshall,19127,7558,9587,25,17170,1
IA,Mills,19129,1751,5050,525,7326,3
IA,Mitchell,19131,1864,3357,3,5224,1
IA,Monona,19133,1571,2914,8,4493,4
IA,Monroe,19135,1731,1898,5,3634,2
IA,Montgomery,19137,1069,3553,285,4907,3
IA,Muscatine,19139,9946,8780,18,18744,2
IA,O'Brien,19141,1819,5398,10,7227,4
IA,Osceola,19143,694,2375,2,3071,4
IA,Page,19145,1471,5069,324,6864,3
IA,Palo Alto,19147,1703,2875,7,4585,4
IA,Plymouth,19149,3575,9207,18,12800,4
IA,Pocahontas,19151,1096,2642,4,3742,4
IA,Polk,19153,105062,104791,15380,225233,3
IA,Pottawattamie,19155,13062,23975,3890,40927,3
IA,Poweshiek,19157,4322,5069,14,9405,1
IA,Ringgold,19159,653,1820,129,2602,3
IA,Sac,19161,1585,3490,12,5087,4
IA,Scott,19163,44445,38997,108,83550,2
IA,Shelby,19165,1809,4185,3,5997,4
IA,Sioux,19167,2928,14774,27,17729,4
IA,Story,19169,26405,21590,112,48107,4
IA,Tama,19171,3489,5058,14,8561,1
IA,Taylor,19173,612,2101,171,2884,3
IA,Union,19175,1723,3588,354,5665,3
IA,Van Buren,19177,1455,2001,7,3463,2
IA,Wapello,19179,7574,6912,32,14518,2
IA,Warren,19181,9471,15393,1632,26496,3
IA,Washington,19183,4905,5621,13,10539,2
IA,Wayne,19185,1135,1687,3,2825,2
IA,Webster,19187,6929,9809,27,16765,4
IA,Winnebago,19189,2201,3405,7,5613,4
IA,Winneshiek,19191,5168,5793,9,10970,1
IA,Woodbury,19193,18567,23877,90,42534,4
IA,Worth,19195,1550,2510,9,4069,1
IA,Wright,19197,2102,3716,3,5821,4
KS,Allen,20001,1239,3864,298,5401,2
KS,Anderson,20003,755,2440,121,3316,2
KS,Atchison,20005,1614,4599,336,6549,2
KS,Barber,20007,175,1456,601,2232,4
KS,Barton,20009,2830,6774,552,10156,1
KS,Bourbon,20011,1147,4640,307,6094,2
KS,Brown,20013,739,3110,203,4052,2
KS,Butler,20015,6179,19137,2343,27659,4
KS,Chase,20017,299,933,101,1333,1
KS,Chautauqua,20019,174,1157,130,1461,4
KS,Cherokee,20021,1866,6256,489,8611,2
KS,Cheyenne,20023,168,1128,60,1356,1
KS,Clark,20025,193,706,68,967,1
KS,Clay,20027,1758,1909,122,3789,1
KS,Cloud,20029,2359,1459,90,3908,1
KS,Coffey,20031,686,3115,247,4048,2
KS,Comanche,20033,88,695,94,877,4
KS,Cowley,20035,2876,7956,1779,12611,4
KS,Crawford,20037,4582,9532,770,14884,2
KS,Decatur,20039,255,1084,58,1397,1
KS,Dickinson,20041,2345,5151,574,8070,1
KS,Doniphan,20043,497,2642,173,3312,2
KS,Douglas,20045,26214,18463,5610,50287,2
KS,Edwards,20047,154,1016,142,1312,4
KS,Elk,20049,162,992,112,1266,4
KS,Ellis,20051,3183,7819,563,11565,1
KS,Ellsworth,20053,813,1724,108,2645,1
KS,Finney,20055,2086,6531,1129,9746,1
KS,Ford,20057,1928,4752,647,7327,1
KS,Franklin,20059,3093,7170,605,10868,2
KS,Geary,20061,1875,4274,835,6984,1
KS,Gove,20063,199,1062,51,1312,1
KS,Graham,20065,252,947,49,1248,1
KS,Grant,20067,272,1846,162,2280,1
KS,Gray,20069,372,1545,90,2007,1
KS,Greeley,20071,62,525,34,621,1
KS,Greenwood,20073,465,2058,274,2797,4
KS,Hamilton,20075,105,669,69,843,1
KS,Harper,20077,301,1873,384,2558,4
KS,Harvey,20079,4446,9233,1235,14914,4
KS,Haskell,20081,216,1000,88,1304,1
KS,Hodgeman,20083,190,730,54,974,1
KS,Jackson,20085,1497,4039,320,5856,2
KS,Jefferson,20087,2264,5626,527,8417,2
KS,Jewell,20089,375,1008,62,1445,1
KS,Johnson,20091,111049,155963,23047,290059,3
KS,Kearny,20093,214,991,90,1295,1
KS,Kingman,20095,595,2374,367,3336,4
KS,Kiowa,20097,80,865,124,1069,4
KS,Labette,20099,2103,5622,373,8098,2
KS,Lane,20101,185,657,30,872,1
KS,Leavenworth,20103,8840,19302,2101,30243,2
KS,Lincoln,20105,502,895,56,1453,1
KS,Linn,20107,761,3372,198,4331,2
KS,Logan,20109,169,1076,61,1306,1
KS,Lyon,20111,3073,7241,1353,11667,1
KS,Marion,20115,1231,3960,323,5514,1
KS,Marshall,20117,1073,3223,209,4505,1;2
KS,McPherson,20113,3356,8338,823,12517,1
KS,Meade,20119,339,1212,127,1678,1
KS,Miami,20121,3671,10448,816,14935,2;3
KS,Mitchell,20123,671,2092,103,2866,1
KS,Montgomery,20125,2511,8658,719,11888,2
KS,Morris,20127,447,1868,204,2519,1
KS,Morton,20129,131,944,73,1148,1
KS,Nemaha,20131,742,4179,199,5120,2
KS,Neosho,20133,1272,4685,332,6289,2
KS,Ness,20135,226,1154,42,1422,1
KS,Norton,20137,371,1726,111,2208,1
KS,Osage,20139,1632,5005,450,7087,2
KS,Osborne,20141,486,1187,70,1743,1
KS,Ottawa,20143,1190,1555,132,2877,1
KS,Pawnee,20145,687,1769,173,2629,1;4
KS,Phillips,20147,499,1964,125,2588,1
KS,Pottawatomie,20149,2268,7112,896,10276,1
KS,Pratt,20151,602,2757,486,3845,4
KS,Rawlins,20153,149,1207,85,1441,1
KS,Reno,20155,5946,14849,3169,23964,1
KS,Republic,20157,1121,1285,84,2490,1
KS,Rice,20159,732,2764,282,3778,1
KS,Riley,20161,6600,11562,2352,20514,1
KS,Rooks,20163,472,1752,128,2352,1
KS,Rush,20165,273,1119,91,1483,1
KS,Russell,20167,927,2086,126,3139,1
KS,Saline,20169,7966,11938,1674,21578,1
KS,Scott,20171,293,1760,115,2168,1
KS,Sedgwick,20173,63056,107433,17316,187805,4
KS,Seward,20175,752,3124,587,4463,1
KS,Shawnee,20177,29324,42574,4264,76162,2
KS,Sheridan,20179,187,1072,47,1306,1
KS,Sherman,20181,320,2011,167,2498,1
KS,Smith,20183,395,1520,68,1983,1
KS,Stafford,20185,201,1488,175,1864,4
KS,Stanton,20187,60,500,50,610,1
KS,Stevens,20189,166,1541,87,1794,1
KS,Sumner,20191,1927,6393,1323,9643,4
KS,Thomas,20193,583,2787,147,3517,1
KS,Trego,20195,296,1066,69,1431,1
KS,Wabaunsee,20197,594,2387,296,3277,1
KS,Wallace,20199,71,665,37,773,1
KS,Washington,20201,938,1685,76,2699,1
KS,Wichita,20203,137,740,47,924,1
KS,Wilson,20205,513,2910,167,3590,2
KS,Woodson,20207,245,1105,72,1422,2
KS,Wyandotte,20209,26810,16080,4619,47509,3
KY,Adair,21001,1373,6443,0,7816,1
KY,Allen,21003,1311,6490,0,7801,1
KY,Anderson,21005,2877,8471,0,11348,6
KY,Ballard,21007,987,3031,0,4018,1
KY,Barren,21009,0,14322,0,14322,2
KY,Bath,21011,1397,3087,0,4484,6
KY,Bell,21013,0,7930,0,7930,5
KY,Boone,21015,13420,42986,0,56406,4
KY,Bourbon,21017,2682,6033,0,8715,6
KY,Boyd,21019,5726,13069,0,18795,4;5
KY,Boyle,21021,0,9329,0,9329,2
KY,Bracken,21023,775,2641,0,3416,4
KY,Breathitt,21025,0,3920,0,3920,5
KY,Breckinridge,21027,0,6820,0,6820,2
KY,Bullitt,21029,0,28297,0,28297,2
KY,Butler,21031,0,4718,0,4718,2
KY,Caldwell,21033,1442,4343,0,5785,1
KY,Calloway,21035,4937,10785,0,15722,1
KY,Campbell,21037,13283,28234,0,41517,4
KY,Carlisle,21039,550,2007,0,2557,1
KY,Carroll,21041,1227,2439,0,3666,4
KY,Carter,21043,0,7728,0,7728,5
KY,Casey,21045,764,5463,0,6227,1
KY,Christian,21047,7794,13557,0,21351,1
KY,Clark,21049,4684,11385,0,16069,6
KY,Clay,21051,0,5465,0,5465,5
KY,Clinton,21053,423,3788,0,4211,1
KY,Crittenden,21055,730,3179,0,3909,1
KY,Cumberland,21057,335,2567,0,2902,1
KY,Daviess,21059,0,34918,0,34918,2
KY,Edmonson,21061,0,4384,0,4384,2
KY,Elliott,21063,0,0,1625,1625,1
KY,Estill,21065,1125,4341,0,5466,6
KY,Fayette,21067,66798,69180,0,135978,6
KY,Fleming,21069,1468,4658,0,6126,6
KY,Floyd,21071,0,12051,0,12051,5
KY,Franklin,21073,10737,12984,0,23721,6
KY,Fulton,21075,847,1444,0,2291,1
KY,Gallatin,21077,847,2386,0,3233,4
KY,Garrard,21079,0,5994,0,5994,2
KY,Grant,21081,1907,7466,0,9373,4
KY,Graves,21083,3878,12079,0,15957,1
KY,Grayson,21085,0,8434,0,8434,2
KY,Green,21087,0,4132,0,4132,2
KY,Greenup,21089,5014,10633,0,15647,4
KY,Hancock,21091,0,3163,0,3163,2
KY,Hardin,21093,0,33576,0,33576,2
KY,Harlan,21095,0,8630,0,8630,5
KY,Harrison,21097,2162,5331,0,7493,4;6
KY,Hart,21099,0,5500,0,5500,2
KY,Henderson,21101,6873,12122,0,18995,1
KY,Henry,21103,1962,4932,0,6894,4
KY,Hickman,21105,543,1558,0,2101,1
KY,Hopkins,21107,5126,14299,0,19425,1
KY,Jackson,21109,0,4616,0,4616,5
KY,Jefferson,21111,212401,130991,3946,347338,3;4
KY,Jessamine,21113,4551,17257,0,21808,2;6
KY,Johnson,21115,0,7770,0,7770,5
KY,Kenton,21117,22178,48340,0,70518,4
KY,Knott,21119,0,3813,0,3813,5
KY,Knox,21121,0,9758,0,9758,5
KY,Larue,21123,0,5213,0,5213,2
KY,Laurel,21125,0,20690,0,20690,5
KY,Lawrence,21127,0,4847,0,4847,5
KY,Lee,21129,0,2139,0,2139,5
KY,Leslie,21131,0,3704,0,3704,5
KY,Letcher,21133,0,6754,0,6754,5
KY,Lewis,21135,887,4161,0,5048,4
KY,Lincoln,21137,0,7734,0,7734,5
KY,Livingston,21139,1123,3364,0,4487,1
KY,Logan,21141,3027,7389,0,10416,1
KY,Lyon,21143,1113,2751,0,3864,1
KY,Madison,21151,11912,25178,0,37090,6
KY,Magoffin,21153,0,3586,0,3586,5
KY,Marion,21155,2998,4517,0,7515,1
KY,Marshall,21157,4579,11716,0,16295,1
KY,Martin,21159,0,3338,0,3338,5
KY,Mason,21161,1877,5091,0,6968,4
KY,McCracken,21145,9616,20810,0,30426,1
KY,McCreary,21147,0,4979,0,4979,5
KY,McLean,21149,1224,3168,0,4392,1
KY,Meade,21163,0,9531,0,9531,2
KY,Menifee,21165,756,1926,0,2682,6
KY,Mercer,21167,0,7742,0,7742,2
KY,Metcalfe,21169,865,3579,0,4444,1
KY,Monroe,21171,316,4615,0,4931,1
KY,Montgomery,21173,3214,8056,0,11270,6
KY,Morgan,21175,0,3486,0,3486,5
KY,Muhlenberg,21177,4406,7838,0,12244,1
KY,Nelson,21179,0,15009,0,15009,2
KY,Nicholas,21181,772,2033,0,2805,6
KY,Ohio,21183,2427,7548,0,9975,1
KY,Oldham,21185,9129,23067,0,32196,4
KY,Owen,21187,1174,3599,0,4773,4
KY,Owsley,21189,0,1402,0,1402,5
KY,Pendleton,21191,1262,4455,0,5717,4
KY,Perry,21193,0,8117,0,8117,5
KY,Pike,21195,0,19623,0,19623,5
KY,Powell,21197,1349,3486,0,4835,6
KY,Pulaski,21199,0,24016,0,24016,5
KY,Robertson,21201,261,724,0,985,6
KY,Rockcastle,21203,0,5669,0,5669,5
KY,Rowan,21205,0,6452,0,6452,5
KY,Russell,21207,1110,6677,0,7787,1
KY,Scott,21209,7556,16471,0,24027,6
KY,Shelby,21211,5930,13907,0,19837,4
KY,Simpson,21213,2162,5096,0,7258,1
KY,Spencer,21215,1552,7260,0,8812,2;4
KY,Taylor,21217,2586,8246,0,10832,1
KY,Todd,21219,1167,3350,0,4517,1
KY,Trigg,21221,1735,4815,0,6550,1
KY,Trimble,21223,1051,2515,0,3566,4
KY,Union,21225,1844,4063,0,5907,1
KY,Warren,21227,0,38923,0,38923,2
KY,Washington,21229,52,4229,0,4281,1;2
KY,Wayne,21231,0,6281,0,6281,5
KY,Webster,21233,1447,4101,0,5548,1
KY,Whitley,21235,0,11875,0,11875,5
KY,Wolfe,21237,792,1758,0,2550,6
KY,Woodford,21239,4873,8650,0,13523,6
LA,Ascension,22005,7941,29570,13394,50905,2;6
LA,Assumption,22007,2153,3822,3017,8992,2;6
LA,Avoyelles,22009,0,10176,2854,13030,5
LA,Caldwell,22021,0,3753,432,4185,5
LA,Catahoula,22025,0,3461,534,3995,5
LA,Concordia,22029,0,4921,1404,6325,5
LA,East Baton Rouge,22033,54670,88958,42423,186051,2;6
LA,East Carroll,22035,0,1712,275,1987,5
LA,East Feliciana,22037,675,4655,2545,7875,5;6
LA,Franklin,22041,0,7923,506,8429,5
LA,Grant,22043,0,6204,1567,7771,5
LA,Iberville,22047,4608,3010,6389,14007,2;6
LA,Jackson,22049,0,5450,877,6327,5
LA,Jefferson,22051,50715,74643,31665,157023,1;2
LA,LaSalle,22059,0,5173,736,5909,5
LA,Lafourche,22057,4092,26294,6604,36990,1;6
LA,Lincoln,22061,0,12885,2358,15243,5
LA,Livingston,22063,3530,41454,8829,53813,6
LA,Madison,22065,0,2804,422,3226,5
LA,Morehouse,22067,0,7672,1121,8793,5
LA,Orleans,22071,106262,13112,30859,150233,1;2
LA,Ouachita,22073,0,48523,6191,54714,5
LA,Plaquemines,22075,1631,6784,1282,9697,1
LA,Pointe Coupee,22077,1885,6237,1978,10100,6
LA,Rapides,22079,0,37690,8350,46040,5
LA,Richland,22083,0,7982,613,8595,5
LA,St. Bernard,22087,2295,9379,2493,14167,1
LA,St. Charles,22089,7733,3870,9682,21285,2;6
LA,St. Helena,22091,1114,1796,1733,4643,5;6
LA,St. James,22093,5333,0,4949,10282,2
LA,St. John the Baptist,22095,9120,1992,6557,17669,2;6
LA,St. Landry,22097,2906,13607,4022,20535,3;4;5
LA,St. Tammany,22103,13380,89078,12996,115454,1
LA,Tangipahoa,22105,4379,28521,9336,42236,1;5
LA,Tensas,22107,0,1678,213,1891,5
LA,Terrebonne,22109,4704,25234,7993,37931,1;6
LA,Washington,22117,0,9323,4420,13743,5
LA,West Baton Rouge,22121,3289,4326,4101,11716,2;6
LA,West Carroll,22123,0,3909,322,4231,5
LA,West Feliciana,22125,0,2705,1631,4336,5
LA,Winn,22127,0,4263,962,5225,5
ME,,23099,621,487,1,1109,1;2
ME,Androscoggin,23001,26208,28988,51,55247,2
ME,Aroostook,23003,14163,20226,17,34406,2
ME,Cumberland,23005,105959,64577,77,170613,1
ME,Franklin,23007,7622,8778,15,16415,2
ME,Hancock,23009,16441,15636,18,32095,1;2
ME,Kennebec,23011,32792,33145,36,65973,1;2
ME,Knox,23013,14448,8803,14,23265,1;2
ME,Lincoln,23015,11293,10226,19,21538,1
ME,Oxford,23017,15449,17598,65,33112,2
ME,Penobscot,23019,35479,43783,23,79285,1;2
ME,Piscataquis,23021,3410,5585,10,9005,2
ME,Sagadahoc,23023,11337,10427,22,21786,1
ME,Somerset,23025,9920,15344,23,25287,2
ME,Waldo,23027,11171,11437,28,22636,2
ME,Washington,23029,6551,9358,12,15921,2
ME,York,23031,60235,51314,87,111636,1;2
MD,Allegany,24001,9767,18444,1062,29273,6
MD,Anne Arundel,24003,124765,125413,10747,260925,2;3;4;5
MD,Baltimore,24005,223371,143471,14155,380997,1;2;3;7
MD,Baltimore,24510,196973,26175,8316,231464,2;3;7
MD,Calvert,24009,20942,23901,1625,46468,5
MD,Caroline,24011,3531,9743,537,13811,1
MD,Carroll,24013,22690,60265,5190,88145,1;8
