state,county_name,county_id,dem_2016,gop_2016,oth_2016,total_2016
AL,Autauga,01001,6331,18220,62,24613
AL,Baldwin,01003,19145,74021,248,93414
AL,Barbour,01005,4777,5436,16,10229
AL,Bibb,01007,2082,6612,17,8711
AL,Blount,01009,2980,22169,48,25197
AL,Bullock,01011,3364,1167,6,4537
AL,Butler,01013,3663,4840,7,8510
AL,Calhoun,01015,14152,32976,69,47197
AL,Chambers,01017,5845,7865,18,13728
AL,Cherokee,01019,1915,8636,7,10558
AL,Chilton,01021,3327,14582,25,17934
AL,Choctaw,01023,2992,4035,8,7035
AL,Clarke,01025,5558,7158,14,12730
AL,Clay,01027,1377,5147,4,6528
AL,Cleburne,01029,847,5554,6,6407
AL,Coffee,01031,4498,15745,49,20292
AL,Colbert,01033,8443,15866,28,24337
AL,Conecuh,01035,3006,3298,7,6311
AL,Coosa,01037,1788,3378,8,5174
AL,Covington,01039,2740,12690,36,15466
AL,Crenshaw,01041,1734,4392,11,6137
AL,Cullman,01043,5207,32001,57,37265
AL,Dale,01045,4625,13652,58,18335
AL,Dallas,01047,12388,6060,14,18462
AL,DeKalb,01049,4749,20347,27,25123
AL,Elmore,01051,8833,27591,102,36526
AL,Escambia,01053,4625,9555,17,14197
AL,Etowah,01055,11981,31441,84,43506
AL,Fayette,01057,1497,6555,13,8065
AL,Franklin,01059,2850,8670,14,11534
AL,Geneva,01061,1803,9606,28,11437
AL,Greene,01063,3834,918,3,4755
AL,Hale,01065,4650,3208,5,7863
AL,Henry,01067,2366,5506,23,7895
AL,Houston,01069,11219,30494,120,41833
AL,Jackson,01071,4538,15742,21,20301
AL,Jefferson,01073,156574,144136,453,301163
AL,Lamar,01075,1125,5634,4,6763
AL,Lauderdale,01077,11652,27092,43,38787
AL,Lawrence,01079,4171,10254,16,14441
AL,Lee,01081,21475,36684,135,58294
AL,Limestone,01083,10233,29203,57,39493
AL,Lowndes,01085,4580,1839,7,6426
AL,Macon,01087,7442,1553,9,9004
AL,Madison,01089,62870,97796,324,160990
AL,Marengo,01091,5419,5294,5,10718
AL,Marion,01093,1961,10753,27,12741
AL,Marshall,01095,5898,28532,55,34485
AL,Mobile,01097,71602,97911,379,169892
AL,Monroe,01099,4255,5854,13,10122
AL,Montgomery,01101,57972,36477,162,94611
AL,Morgan,01103,12325,37448,57,49830
AL,Perry,01105,3656,1496,2,5154
AL,Pickens,01107,3908,5384,6,9298
AL,Pike,01109,5037,7835,27,12899
AL,Randolph,01111,2424,7454,9,9887
AL,Russell,01113,9487,9408,26,18921
AL,Shelby,01117,24483,75344,205,100032
AL,St. Clair,01115,6635,31279,80,37994
AL,Sumter,01119,4611,1656,4,6271
AL,Talladega,01121,12632,20446,29,33107
AL,Tallapoosa,01123,5804,13401,17,19222
AL,Tuscaloosa,01125,31602,49923,130,81655
AL,Walker,01127,5558,23419,49,29026
AL,Washington,01129,2463,5830,5,8298
