state,county_name,county_id,dem_2024,gop_2024,oth_2024,total_2024
NE,Adams,31001,3715,10438,0,14153
NE,Antelope,31003,342,3066,0,3408
NE,Arthur,31005,18,267,0,285
NE,Banner,31007,25,357,0,372
NE,Blaine,31009,29,261,0,290
NE,Boone,31011,423,2569,0,2992
NE,Box Butte,31013,985,3876,0,4861
NE,Boyd,31015,207,849,0,1056
NE,Brown,31017,170,1467,0,1637
NE,Buffalo,31019,5791,17707,0,23498
NE,Burt,31021,888,2696,0,3584
NE,Butler,31023,749,3758,0,4507
NE,Cass,31025,4506,10808,0,15314
NE,Cedar,31027,614,4253,0,4867
NE,Chase,31029,165,1669,0,1834
NE,Cherry,31031,306,2671,0,2977
NE,Cheyenne,31033,733,3689,0,4422
NE,Clay,31035,506,2767,0,3273
NE,Colfax,31037,772,2713,0,3485
NE,Cuming,31039,664,3720,0,4384
NE,Custer,31041,632,5206,0,5838
NE,Dakota,31043,1981,5206,0,7187
NE,Dawes,31045,884,2922,0,3806
NE,Dawson,31047,1887,6579,0,8466
NE,Deuel,31049,143,851,0,994
NE,Dixon,31051,520,2314,0,2834
NE,Dodge,31053,4991,11195,0,16186
NE,Douglas,31055,142256,127726,0,269982
NE,Dundy,31057,79,834,0,913
NE,Fillmore,31059,557,2435,0,2992
NE,Franklin,31061,195,1395,0,1590
NE,Frontier,31063,158,1231,0,1389
NE,Furnas,31065,308,2096,0,2404
NE,Gage,31067,3015,7795,0,10810
NE,Garden,31069,131,972,0,1103
NE,Garfield,31071,85,902,0,987
NE,Gosper,31073,157,971,0,1128
NE,Grant,31075,13,345,0,358
NE,Greeley,31077,158,1049,0,1207
NE,Hall,31079,6273,16100,0,22373
NE,Hamilton,31081,927,4585,0,5512
NE,Harlan,31083,233,1558,0,1791
NE,Hayes,31085,21,472,0,493
NE,Hitchcock,31087,150,1271,0,1421
NE,Holt,31089,589,4818,0,5407
NE,Hooker,31091,50,370,0,420
NE,Howard,31093,590,2925,0,3515
NE,Jefferson,31095,813,2786,0,3599
NE,Johnson,31097,562,1556,0,2118
NE,Kearney,31099,627,2963,0,3590
NE,Keith,31101,656,3486,0,4142
NE,Keya Paha,31103,34,498,0,532
NE,Kimball,31105,242,1444,0,1686
NE,Knox,31107,662,3727,0,4389
NE,Lancaster,31109,78598,77189,0,155787
NE,Lincoln,31111,3296,13034,0,16330
NE,Logan,31113,25,417,0,442
NE,Loup,31115,64,364,0,432
NE,Madison,31119,3054,12376,0,15430
NE,McPherson,31117,11,268,0,279
NE,Merrick,31121,654,3645,0,4299
NE,Morrill,31123,332,2047,0,2379
NE,Nance,31125,306,1473,0,1779
NE,Nemaha,31127,869,2490,0,3359
NE,Nuckolls,31129,328,1894,0,2222
NE,Otoe,31131,2331,5717,0,8048
NE,Pawnee,31133,282,1078,0,1360
NE,Perkins,31135,158,1247,0,1405
NE,Phelps,31137,657,4283,0,4940
NE,Pierce,31139,398,3471,0,3869
NE,Platte,31141,2818,12709,0,15527
NE,Polk,31143,448,2360,0,2808
NE,Red Willow,31145,1338,3919,0,5257
NE,Richardson,31147,847,2980,0,3827
NE,Rock,31149,64,745,0,809
NE,Saline,31151,1765,3809,0,5574
NE,Sarpy,31153,41332,57907,0,99239
NE,Saunders,31155,3240,10081,0,4321
NE,Scotts Bluff,31157,3599,11302,0,14901
NE,Seward,31159,2157,6981,0,9138
NE,Sheridan,31161,319,2123,0,2442
NE,Sherman,31163,286,1367,0,1653
NE,Sioux,31165,60,612,0,672
NE,Stanton,31167,447,2599,0,3046
NE,Thayer,31169,452,2384,0,2836
NE,Thomas,31171,41,346,0,387
NE,Thurston,31173,825,1234,0,2059
NE,Valley,31175,321,1935,0,2256
NE,Washington,31177,3239,9145,0,12384
NE,Wayne,31179,894,3160,0,4054
NE,Webster,31181,262,1477,0,1739
NE,Wheeler,31183,49,419,0,468
NE,York,31185,1448,5470,0,6918
