state,county_name,county_id,dem_2022,gop_2022,oth_2022,total_2022
AL,Autauga,01001,3515,13387,842,17744
AL,Baldwin,01003,10296,58823,4068,73187
AL,Barbour,01005,2549,3888,111,6548
AL,Bibb,01007,930,4681,273,5884
AL,Blount,01009,930,14895,780,16605
AL,Bullock,01011,1806,802,45,2653
AL,Butler,01013,1937,3856,139,5932
AL,Calhoun,01015,6912,22158,1052,30122
AL,Chambers,01017,2890,5961,299,9150
AL,Cherokee,01019,653,6971,214,7838
AL,Chilton,01021,1268,10541,408,12217
AL,Choctaw,01023,1841,3300,104,5245
AL,Clarke,01025,3556,5359,132,9047
AL,Clay,01027,480,3638,127,4245
AL,Cleburne,01029,276,4200,141,4617
AL,Coffee,01031,2221,11267,516,14004
AL,Colbert,01033,3739,13001,534,17274
AL,Conecuh,01035,1782,2618,77,4477
AL,Coosa,01037,1001,2685,143,3829
AL,Covington,01039,1193,9735,346,11274
AL,Crenshaw,01041,851,3622,118,4591
AL,Cullman,01043,1662,23277,1235,26174
AL,Dale,01045,2222,9363,421,12006
AL,Dallas,01047,7165,4060,126,11351
AL,DeKalb,01049,1471,15227,435,17133
AL,Elmore,01051,4508,20189,1076,25773
AL,Escambia,01053,2167,7286,229,9682
AL,Etowah,01055,4593,20685,840,26118
AL,Fayette,01057,628,4708,177,5513
AL,Franklin,01059,646,6592,214,7452
AL,Geneva,01061,700,7049,229,7978
AL,Greene,01063,2339,608,45,2992
AL,Hale,01065,2818,2288,100,5206
AL,Henry,01067,1490,5102,159,6751
AL,Houston,01069,5634,21139,852,27625
AL,Jackson,01071,1386,11630,367,13383
AL,Jefferson,01073,96175,92583,8809,197567
AL,Lamar,01075,415,3831,131,4377
AL,Lauderdale,01077,4761,20235,905,25901
AL,Lawrence,01079,1707,8629,462,10798
AL,Lee,01081,11803,27242,1548,40593
AL,Limestone,01083,6289,23770,1313,31372
AL,Lowndes,01085,2706,1309,71,4086
AL,Macon,01087,3994,1244,131,5369
AL,Madison,01089,42176,72059,6143,120378
AL,Marengo,01091,3317,3851,125,7293
AL,Marion,01093,528,7625,256,8409
AL,Marshall,01095,2077,21345,818,24240
AL,Mobile,01097,38910,63593,4632,107135
AL,Monroe,01099,2609,4313,122,7044
AL,Montgomery,01101,32511,23565,1636,57712
AL,Morgan,01103,5362,25484,1289,32135
AL,Perry,01105,2187,942,56,3185
AL,Pickens,01107,2249,4212,148,6609
AL,Pike,01109,2568,5375,203,8146
AL,Randolph,01111,925,5462,200,6587
AL,Russell,01113,5146,6144,279,11569
AL,Shelby,01117,14913,51196,3830,69939
AL,St. Clair,01115,3606,23055,1262,27923
AL,Sumter,01119,2656,1176,52,3884
AL,Talladega,01121,6684,14313,647,21644
AL,Tallapoosa,01123,2751,10444,378,13573
AL,Tuscaloosa,01125,17937,31841,1821,51599
AL,Walker,01127,1905,15217,714,17836
AL,Washington,01129,1206,4584,139,5929
AL,Wilcox,01131,2489,1371,43,3903
AL,Winston,01133,344,6331,253,6928
AR,Arkansas,05001,1231,3197,61,4489
