state,county_name,county_id,dem_2023,gop_2023,oth_2023,total_2023
KY,Adair,21001,1688,3597,0,5285
KY,Allen,21003,1513,3599,0,5112
KY,Anderson,21005,4212,5078,0,9290
KY,Ballard,21007,963,1691,0,2654
KY,Barren,21009,4965,6918,1,11884
KY,Bath,21011,1913,1515,0,3428
KY,Bell,21013,2281,3386,1,5668
KY,Boone,21015,17575,22399,4,39978
KY,Bourbon,21017,3265,2786,0,6051
KY,Boyd,21019,6068,5710,0,11778
KY,Boyle,21021,5040,4489,0,9529
KY,Bracken,21023,939,1417,0,2356
KY,Breathitt,21025,1763,1119,0,2882
KY,Breckinridge,21027,2608,3607,0,6215
KY,Bullitt,21029,10723,14235,0,24958
KY,Butler,21031,1173,2475,0,3648
KY,Caldwell,21033,1519,2279,0,3798
KY,Calloway,21035,5211,6054,0,11265
KY,Campbell,21037,16885,14271,4,31160
KY,Carlisle,21039,545,1252,0,1797
KY,Carroll,21041,1112,1207,0,2319
KY,Carter,21043,2978,3321,1,6300
KY,Casey,21045,1129,3200,0,4329
KY,Christian,21047,5135,6893,2,12030
KY,Clark,21049,5938,5561,3,11502
KY,Clay,21051,1441,2603,0,4044
KY,Clinton,21053,607,1888,0,2495
KY,Crittenden,21055,858,1660,0,2518
KY,Cumberland,21057,503,1400,0,1903
KY,Daviess,21059,15572,14895,2,30469
KY,Edmonson,21061,1358,2272,3,3633
KY,Elliott,21063,875,761,0,1636
KY,Estill,21065,1509,2069,0,3578
KY,Fayette,21067,74298,29239,8,103545
KY,Fleming,21069,1865,2562,0,4427
KY,Floyd,21071,5136,3852,1,8989
KY,Franklin,21073,13500,6201,0,19701
KY,Fulton,21075,615,755,0,1370
KY,Gallatin,21077,865,1260,0,2125
KY,Garrard,21079,2141,3539,0,5680
KY,Grant,21081,2220,4093,1,6314
KY,Graves,21083,3885,6763,0,10648
KY,Grayson,21085,2514,4454,1,6969
KY,Green,21087,1082,2569,1,3652
KY,Greenup,21089,4498,5336,0,9834
KY,Hancock,21091,1464,1499,0,2963
KY,Hardin,21093,14336,14511,0,28847
KY,Harlan,21095,1904,3702,0,5606
KY,Harrison,21097,2775,2878,0,5653
KY,Hart,21099,1920,3051,0,4971
KY,Henderson,21101,7048,5589,1,12638
KY,Henry,21103,2325,2844,1,5170
KY,Hickman,21105,470,953,0,1423
KY,Hopkins,21107,5762,6901,0,12663
KY,Jackson,21109,743,2499,1,3243
KY,Jefferson,21111,179854,76908,11,256773
KY,Jessamine,21113,8007,9104,1,17112
KY,Johnson,21115,1898,3220,0,5118
KY,Kenton,21117,26066,23301,4,49371
KY,Knott,21119,1847,1545,0,3392
KY,Knox,21121,2286,4333,0,6619
KY,Larue,21123,1756,2796,1,4553
KY,Laurel,21125,4974,10862,1,15837
KY,Lawrence,21127,1361,2287,0,3648
KY,Lee,21129,705,817,0,1522
KY,Leslie,21131,667,1530,0,2197
KY,Letcher,21133,2205,2009,0,4214
KY,Lewis,21135,911,1968,0,2879
KY,Lincoln,21137,2586,4252,0,6838
