state,county_name,county_id,dem_2022,gop_2022,oth_2022,total_2022
OK,Adair,40001,1161,3865,201,5227
OK,Alfalfa,40003,240,1450,43,1733
OK,Atoka,40005,624,3211,88,3923
OK,Beaver,40007,151,1482,57,1690
OK,Beckham,40009,975,4360,135,5470
OK,Blaine,40011,661,2215,89,2965
OK,Bryan,40013,2492,8642,323,11457
OK,Caddo,40015,2170,4689,193,7052
OK,Canadian,40017,15846,32520,1693,50059
OK,Carter,40019,3302,9669,414,13385
OK,Cherokee,40021,5124,7944,449,13517
OK,Choctaw,40023,689,3242,109,4040
OK,Cimarron,40025,51,659,21,731
OK,Cleveland,40027,41634,46468,2933,91035
OK,Coal,40029,321,1518,52,1891
OK,Comanche,40031,8661,13850,989,23500
OK,Cotton,40033,310,1439,81,1830
OK,Craig,40035,1045,3317,119,4481
OK,Creek,40037,5386,16245,673,22304
OK,Custer,40039,1939,5350,198,7487
OK,Delaware,40041,2938,9928,339,13205
OK,Dewey,40043,216,1488,53,1757
OK,Ellis,40045,191,1258,35,1484
OK,Garfield,40047,3908,11766,507,16181
OK,Garvin,40049,1779,6112,223,8114
OK,Grady,40051,4079,13253,472,17804
OK,Grant,40053,271,1267,56,1594
OK,Greer,40055,289,1011,39,1339
OK,Harmon,40057,138,497,14,649
OK,Harper,40059,139,982,46,1167
OK,Haskell,40061,676,2645,65,3386
OK,Hughes,40063,837,2603,108,3548
OK,Jackson,40065,1044,4262,180,5486
OK,Jefferson,40067,278,1269,52,1599
OK,Johnston,40069,513,2357,91,2961
OK,Kay,40071,3434,8662,403,12499
OK,Kingfisher,40073,808,3942,123,4873
OK,Kiowa,40075,615,1794,46,2455
OK,Latimer,40077,636,2341,86,3063
OK,Le Flore,40079,2273,9540,308,12121
OK,Lincoln,40081,2374,8379,332,11085
OK,Logan,40083,4548,11904,525,16977
OK,Love,40085,497,2152,82,2731
OK,Mcclain,40087,3500,11107,405,15012
OK,Mccurtain,40089,1345,6703,208,8256
OK,Mcintosh,40091,1803,4485,172,6460
OK,Major,40093,301,2288,99,2688
OK,Marshall,40095,832,3436,117,4385
OK,Mayes,40097,3090,9145,407,12642
OK,Murray,40099,973,3153,122,4248
OK,Muskogee,40101,6022,11263,497,17782
OK,Noble,40103,923,2763,118,3804
OK,Nowata,40105,613,2631,77,3321
OK,Okfuskee,40107,788,2063,87,2938
OK,Oklahoma,40109,112532,103019,6311,221862
OK,Okmulgee,40111,3442,6881,301,10624
OK,Osage,40113,4824,9856,404,15084
OK,Ottawa,40115,1911,5510,257,7678
OK,Pawnee,40117,1188,3709,150,5047
OK,Payne,40119,9147,12225,701,22073
OK,Pittsburg,40121,2979,9412,297,12688
OK,Pontotoc,40123,3647,7175,344,11166
OK,Pottawatomie,40125,6227,13787,661,20675
OK,Pushmataha,40127,532,2683,72,3287
OK,Roger Mills,40129,160,1120,37,1317
OK,Rogers,40131,8221,24637,1036,33894
OK,Seminole,40133,1730,3979,155,5864
OK,Sequoyah,40135,2288,7671,297,10256
OK,Stephens,40137,2542,10107,443,13092
OK,Texas,40139,505,3002,144,3651
OK,Tillman,40141,393,1388,59,1840
OK,Tulsa,40143,84017,103578,5830,193425
OK,Wagoner,40145,7084,18977,780,26841
OK,Washington,40147,4452,12132,502,17086
OK,Washita,40149,643,2829,95,3567
OK,Woods,40151,575,2040,84,2699
OK,Woodward,40153,897,4342,135,5374
