state,county_name,county_id,dem_2017,gop_2017,oth_2017,total_2017
NJ,Atlantic,34001,36952,28456,1607,67015
NJ,Bergen,34003,129265,94904,3760,227929
NJ,Burlington,34005,70453,52191,2070,124714
NJ,Camden,34007,81268,37113,2534,120915
NJ,Cape May,34009,13566,16118,600,30284
NJ,Cumberland,34011,15686,11876,828,28390
NJ,Essex,34013,129470,30633,2598,162701
NJ,Gloucester,34015,42349,32448,1898,76695
NJ,Hudson,34017,88271,19236,2170,109677
NJ,Hunterdon,34019,26708,31663,945,59316
NJ,Mercer,34021,59992,30645,1846,92483
NJ,Middlesex,34023,100847,70940,4418,176205
NJ,Monmouth,34025,79432,101525,3572,184529
NJ,Morris,34027,65507,77203,2617,145327
NJ,Ocean,34029,56582,98135,2808,157525
NJ,Passaic,34031,57415,36230,1810,95455
NJ,Salem,34033,7814,8629,794,17234
NJ,Somerset,34035,45935,44231,2107,92273
NJ,Sussex,34037,15431,25401,1717,42459
NJ,Union,34039,79113,39552,2594,121259
NJ,Warren,34041,10065,17409,958,28432
VA,Accomack,51001,4876,5736,54,10666
VA,Albemarle,51003,26969,14857,482,42308
VA,Alexandria,51510,40896,10822,471,52189
VA,Alleghany,51005,1478,2888,37,4403
VA,Amelia,51007,1403,3170,41,4614
VA,Amherst,51009,3258,6431,97,9786
VA,Appomattox,51011,1227,3894,51,5172
VA,Arlington,51013,68093,16268,853,85214
VA,Augusta,51015,6030,17217,327,23574
VA,Bath,51017,450,1013,19,1482
VA,Bedford,51019,6985,20573,249,27807
VA,Bland,51021,388,1676,21,2085
VA,Botetourt,51023,3409,8965,128,12502
VA,Bristol,51520,1242,3006,46,4294
VA,Brunswick,51025,2728,2010,19,4757
VA,Buchanan,51027,1062,3449,31,4542
VA,Buckingham,51029,1924,2638,40,4602
VA,Buena Vista,51530,529,1090,36,1655
VA,Campbell,51031,4415,12791,167,17373
VA,Caroline,51033,4126,4135,99,8360
VA,Carroll,51035,1838,6363,76,8277
VA,Charles City,51036,1699,1000,17,2716
VA,Charlotte,51037,1419,2559,36,4014
VA,Charlottesville,51540,13943,2315,190,16448
VA,Chesapeake,51550,38459,33108,880,72447
VA,Chesterfield,51041,58991,58297,1381,118669
VA,Clarke,51043,2400,3102,70,5572
VA,Colonial Heights,51570,1389,3710,65,5164
VA,Covington,51580,545,784,13,1342
VA,Craig,51045,413,1398,30,1841
VA,Culpeper,51047,4990,8423,174,13587
VA,Cumberland,51049,1292,1810,33,3135
VA,Danville,51590,6304,4664,60,11028
VA,Dickenson,51051,959,2458,28,3445
VA,Dinwiddie,51053,3712,4565,58,8335
VA,Emporia,51595,909,702,22,1633
VA,Essex,51057,1730,1963,30,3723
VA,Fairfax City,51600,5380,2822,98,8300
VA,Fairfax County,51059,255200,117141,3663,376004
VA,Falls Church,51610,4781,1195,78,6054
VA,Fauquier,51061,9430,14332,277,24039
VA,Floyd,51063,1946,3468,77,5491
VA,Fluvanna,51065,4267,4864,94,9225
VA,Franklin City,51620,1539,1002,15,2556
VA,Franklin County,51067,5315,12062,211,17588
VA,Frederick,51069,8363,15656,296,24315
VA,Fredericksburg,51630,4649,2463,109,7221
VA,Galax,51640,409,930,16,1355
VA,Giles,51071,1604,4161,69,5834
VA,Gloucester,51073,4356,8159,144,12659
VA,Goochland,51075,3911,6520,110,10541
VA,Grayson,51077,1029,3478,30,4537
VA,Greene,51079,2219,4000,90,6309
VA,Greensville,51081,1643,1232,18,2893
VA,Halifax,51083,4037,6291,86,10414
VA,Hampton,51650,28906,11050,428,40384
VA,Hanover,51085,14755,27779,623,43157
VA,Harrisonburg,51660,6555,3596,161,10312
VA,Henrico,51087,69969,43747,1321,115037
VA,Henry,51089,4895,9046,116,14057
VA,Highland,51091,317,699,18,1034
VA,Hopewell,51670,2728,2641,90,5459
VA,Isle of Wight,51093,5957,8039,127,14123
VA,James City,51095,15561,15937,303,31801
VA,King and Queen,51097,1039,1404,29,2472
VA,King George,51099,2658,4396,95,7149
VA,King William,51101,2017,3889,71,5977
VA,Lancaster,51103,2098,2680,30,4808
VA,Lee,51105,1304,5289,85,6678
VA,Lexington,51678,1161,572,14,1747
VA,Loudoun,51107,69778,46396,1312,117486
VA,Louisa,51109,4481,7153,169,11803
VA,Lunenburg,51111,1468,2158,24,3650
VA,Lynchburg,51680,10047,10959,301,21307
VA,Madison,51113,1789,3082,60,4931
VA,Manassas,51683,5295,3899,118,9312
VA,Manassas Park,51685,1958,1064,54,3076
VA,Martinsville,51690,2187,1489,59,3735
VA,Mathews,51115,1386,2531,33,3950
VA,Mecklenburg,51117,3399,5125,37,8561
VA,Middlesex,51119,1606,2673,41,4320
VA,Montgomery,51121,15115,12500,518,28133
VA,Nelson,51125,3015,3020,139,6174
VA,New Kent,51127,2729,5711,112,8552
VA,Newport News,51700,30367,15986,611,46964
VA,Norfolk,51710,39453,13490,727,53670
VA,Northampton,51131,2492,1855,31,4378
VA,Northumberland,51133,2022,3285,38,5345
VA,Norton,51720,287,561,12,860
VA,Nottoway,51135,1812,2408,30,4250
VA,Orange,51137,4160,6653,102,10915
VA,Page,51139,1809,4850,67,6726
VA,Patrick,51141,1259,4320,54,5633
VA,Petersburg,51730,7164,938,65,8167
VA,Pittsylvania,51143,5759,13701,113,19573
VA,Poquoson,51735,1298,3473,59,4830
VA,Portsmouth,51740,20156,8167,387,28710
VA,Powhatan,51145,3109,8256,141,11506
VA,Prince Edward,51147,2881,2708,65,5654
VA,Prince George,51149,4150,6044,112,10306
VA,Prince William,51153,74932,46454,1346,122732
