precinct	office	party_detailed	party_simplified	mode	votes	county_name	county_fips	jurisdiction_name	jurisdiction_fips	candidate	district	dataverse	year	stage	state	special	writein	state_po	state_fips	state_cen	state_ic	date	readme_check	magnitude
"DERRY"	"BALLOTS CAST"	""	""	"TOTAL"	12034	"ROCKINGHAM"	33015	"DERRY"	3301517940	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"EAST KINGSTON"	"BALLOTS CAST"	""	""	"TOTAL"	1291	"ROCKINGHAM"	33015	"EAST KINGSTON"	3301521380	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"EPPING"	"BALLOTS CAST"	""	""	"TOTAL"	3587	"ROCKINGHAM"	33015	"EPPING"	3301524660	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"EXETER"	"BALLOTS CAST"	""	""	"TOTAL"	8535	"ROCKINGHAM"	33015	"EXETER"	3301525380	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"FREMONT"	"BALLOTS CAST"	""	""	"TOTAL"	2417	"ROCKINGHAM"	33015	"FREMONT"	3301527940	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"GREENLAND"	"BALLOTS CAST"	""	""	"TOTAL"	2438	"ROCKINGHAM"	33015	"GREENLAND"	3301531700	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"HAMPSTEAD"	"BALLOTS CAST"	""	""	"TOTAL"	4692	"ROCKINGHAM"	33015	"HAMPSTEAD"	3301532900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"HAMPTON"	"BALLOTS CAST"	""	""	"TOTAL"	9409	"ROCKINGHAM"	33015	"HAMPTON"	3301533060	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"HAMPTON FALLS"	"BALLOTS CAST"	""	""	"TOTAL"	1419	"ROCKINGHAM"	33015	"HAMPTON FALLS"	3301533460	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KENSINGTON"	"BALLOTS CAST"	""	""	"TOTAL"	1251	"ROCKINGHAM"	33015	"KENSINGTON"	3301539780	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KINGSTON"	"BALLOTS CAST"	""	""	"TOTAL"	3197	"ROCKINGHAM"	33015	"KINGSTON"	3301540100	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"LONDONDERRY"	"BALLOTS CAST"	""	""	"TOTAL"	12053	"ROCKINGHAM"	33015	"LONDONDERRY"	3301543220	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NEW CASTLE"	"BALLOTS CAST"	""	""	"TOTAL"	760	"ROCKINGHAM"	33015	"NEW CASTLE"	3301550980	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NEWFIELDS"	"BALLOTS CAST"	""	""	"TOTAL"	1094	"ROCKINGHAM"	33015	"NEWFIELDS"	3301551380	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NEWINGTON"	"BALLOTS CAST"	""	""	"TOTAL"	550	"ROCKINGHAM"	33015	"NEWINGTON"	3301551620	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NEWMARKET"	"BALLOTS CAST"	""	""	"TOTAL"	4749	"ROCKINGHAM"	33015	"NEWMARKET"	3301552340	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NEWTON"	"BALLOTS CAST"	""	""	"TOTAL"	2302	"ROCKINGHAM"	33015	"NEWTON"	3301552900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NORTH HAMPTON"	"BALLOTS CAST"	""	""	"TOTAL"	2852	"ROCKINGHAM"	33015	"NORTH HAMPTON"	3301554580	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NORTHWOOD"	"BALLOTS CAST"	""	""	"TOTAL"	2221	"ROCKINGHAM"	33015	"NORTHWOOD"	3301556820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NOTTINGHAM"	"BALLOTS CAST"	""	""	"TOTAL"	2946	"ROCKINGHAM"	33015	"NOTTINGHAM"	3301557460	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"PLAISTOW"	"BALLOTS CAST"	""	""	"TOTAL"	3418	"ROCKINGHAM"	33015	"PLAISTOW"	3301562500	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"PORTSMOUTH WARD 1"	"BALLOTS CAST"	""	""	"TOTAL"	2373	"ROCKINGHAM"	33015	"PORTSMOUTH"	3301562900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"PORTSMOUTH WARD 2"	"BALLOTS CAST"	""	""	"TOTAL"	2696	"ROCKINGHAM"	33015	"PORTSMOUTH"	3301562900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"PORTSMOUTH WARD 3"	"BALLOTS CAST"	""	""	"TOTAL"	2288	"ROCKINGHAM"	33015	"PORTSMOUTH"	3301562900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"PORTSMOUTH WARD 4"	"BALLOTS CAST"	""	""	"TOTAL"	2052	"ROCKINGHAM"	33015	"PORTSMOUTH"	3301562900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"PORTSMOUTH WARD 5"	"BALLOTS CAST"	""	""	"TOTAL"	2375	"ROCKINGHAM"	33015	"PORTSMOUTH"	3301562900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"RAYMOND"	"BALLOTS CAST"	""	""	"TOTAL"	4515	"ROCKINGHAM"	33015	"RAYMOND"	3301564020	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"RYE"	"BALLOTS CAST"	""	""	"TOTAL"	3757	"ROCKINGHAM"	33015	"RYE"	3301566180	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SALEM"	"BALLOTS CAST"	""	""	"TOTAL"	13144	"ROCKINGHAM"	33015	"SALEM"	3301566660	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SANDOWN"	"BALLOTS CAST"	""	""	"TOTAL"	3030	"ROCKINGHAM"	33015	"SANDOWN"	3301567620	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SEABROOK"	"BALLOTS CAST"	""	""	"TOTAL"	3591	"ROCKINGHAM"	33015	"SEABROOK"	3301568260	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SOUTH HAMPTON"	"BALLOTS CAST"	""	""	"TOTAL"	520	"ROCKINGHAM"	33015	"SOUTH HAMPTON"	3301571140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"STRATHAM"	"BALLOTS CAST"	""	""	"TOTAL"	4639	"ROCKINGHAM"	33015	"STRATHAM"	3301574340	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WINDHAM"	"BALLOTS CAST"	""	""	"TOTAL"	7608	"ROCKINGHAM"	33015	"WINDHAM"	3301585780	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"BARRINGTON"	"BALLOTS CAST"	""	""	"ELECTION DAY"	4350	"STRAFFORD"	33017	"BARRINGTON"	3301703460	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 1"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2217	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 2"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2217	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 3"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2554	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 4"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2445	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 5"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2006	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 6"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2186	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DURHAM"	"BALLOTS CAST"	""	""	"ELECTION DAY"	5257	"STRAFFORD"	33017	"DURHAM"	3301719700	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"FARMINGTON"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2341	"STRAFFORD"	33017	"FARMINGTON"	3301726020	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"LEE"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2215	"STRAFFORD"	33017	"LEE"	3301741460	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MADBURY"	"BALLOTS CAST"	""	""	"ELECTION DAY"	960	"STRAFFORD"	33017	"MADBURY"	3301744820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MIDDLETON"	"BALLOTS CAST"	""	""	"ELECTION DAY"	788	"STRAFFORD"	33017	"MIDDLETON"	3301747700	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MILTON"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1818	"STRAFFORD"	33017	"MILTON"	3301748660	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NEW DURHAM"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1419	"STRAFFORD"	33017	"NEW DURHAM"	3301751220	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 1"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2225	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 2"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2049	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 3"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1960	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 4"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1861	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 5"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1975	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 6"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1720	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROLLINSFORD"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1296	"STRAFFORD"	33017	"ROLLINSFORD"	3301765540	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SOMERSWORTH WARD 1"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1062	"STRAFFORD"	33017	"SOMERSWORTH"	3301769940	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SOMERSWORTH WARD 2"	"BALLOTS CAST"	""	""	"ELECTION DAY"	809	"STRAFFORD"	33017	"SOMERSWORTH"	3301769940	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SOMERSWORTH WARD 3"	"BALLOTS CAST"	""	""	"ELECTION DAY"	794	"STRAFFORD"	33017	"SOMERSWORTH"	3301769940	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SOMERSWORTH WARD 4"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1011	"STRAFFORD"	33017	"SOMERSWORTH"	3301769940	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SOMERSWORTH WARD 5"	"BALLOTS CAST"	""	""	"ELECTION DAY"	603	"STRAFFORD"	33017	"SOMERSWORTH"	3301769940	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"STRAFFORD"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2091	"STRAFFORD"	33017	"STRAFFORD"	3301773860	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ACWORTH"	"BALLOTS CAST"	""	""	"ELECTION DAY"	442	"SULLIVAN"	33019	"ACWORTH"	3301900260	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"CHARLESTOWN"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1747	"SULLIVAN"	33019	"CHARLESTOWN"	3301911380	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"CLAREMONT WARD 1"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1087	"SULLIVAN"	33019	"CLAREMONT"	3301912900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"CLAREMONT WARD 2"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1600	"SULLIVAN"	33019	"CLAREMONT"	3301912900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"CLAREMONT WARD 3"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1358	"SULLIVAN"	33019	"CLAREMONT"	3301912900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"CORNISH"	"BALLOTS CAST"	""	""	"ELECTION DAY"	882	"SULLIVAN"	33019	"CORNISH"	3301915060	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"CROYDON"	"BALLOTS CAST"	""	""	"ELECTION DAY"	419	"SULLIVAN"	33019	"CROYDON"	3301916340	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"GOSHEN"	"BALLOTS CAST"	""	""	"ELECTION DAY"	341	"SULLIVAN"	33019	"GOSHEN"	3301930500	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"GRANTHAM"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1822	"SULLIVAN"	33019	"GRANTHAM"	3301931220	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"LANGDON"	"BALLOTS CAST"	""	""	"ELECTION DAY"	310	"SULLIVAN"	33019	"LANGDON"	3301940900	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"LEMPSTER"	"BALLOTS CAST"	""	""	"ELECTION DAY"	533	"SULLIVAN"	33019	"LEMPSTER"	3301941700	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NEWPORT"	"BALLOTS CAST"	""	""	"ELECTION DAY"	2184	"SULLIVAN"	33019	"NEWPORT"	3301952580	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"PLAINFIELD"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1244	"SULLIVAN"	33019	"PLAINFIELD"	3301962340	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SPRINGFIELD"	"BALLOTS CAST"	""	""	"ELECTION DAY"	687	"SULLIVAN"	33019	"SPRINGFIELD"	3301972740	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SUNAPEE"	"BALLOTS CAST"	""	""	"ELECTION DAY"	1727	"SULLIVAN"	33019	"SUNAPEE"	3301975060	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"UNITY"	"BALLOTS CAST"	""	""	"ELECTION DAY"	620	"SULLIVAN"	33019	"UNITY"	3301977940	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WASHINGTON"	"BALLOTS CAST"	""	""	"ELECTION DAY"	618	"SULLIVAN"	33019	"WASHINGTON"	3301978980	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"BARRINGTON"	"BALLOTS CAST"	""	""	"ABSENTEE"	375	"STRAFFORD"	33017	"BARRINGTON"	3301703460	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 1"	"BALLOTS CAST"	""	""	"ABSENTEE"	200	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 2"	"BALLOTS CAST"	""	""	"ABSENTEE"	187	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 3"	"BALLOTS CAST"	""	""	"ABSENTEE"	396	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 4"	"BALLOTS CAST"	""	""	"ABSENTEE"	242	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 5"	"BALLOTS CAST"	""	""	"ABSENTEE"	173	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DOVER WARD 6"	"BALLOTS CAST"	""	""	"ABSENTEE"	210	"STRAFFORD"	33017	"DOVER"	3301718820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DURHAM"	"BALLOTS CAST"	""	""	"ABSENTEE"	691	"STRAFFORD"	33017	"DURHAM"	3301719700	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"FARMINGTON"	"BALLOTS CAST"	""	""	"ABSENTEE"	187	"STRAFFORD"	33017	"FARMINGTON"	3301726020	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"LEE"	"BALLOTS CAST"	""	""	"ABSENTEE"	190	"STRAFFORD"	33017	"LEE"	3301741460	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MADBURY"	"BALLOTS CAST"	""	""	"ABSENTEE"	92	"STRAFFORD"	33017	"MADBURY"	3301744820	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MIDDLETON"	"BALLOTS CAST"	""	""	"ABSENTEE"	24	"STRAFFORD"	33017	"MIDDLETON"	3301747700	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MILTON"	"BALLOTS CAST"	""	""	"ABSENTEE"	132	"STRAFFORD"	33017	"MILTON"	3301748660	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NEW DURHAM"	"BALLOTS CAST"	""	""	"ABSENTEE"	126	"STRAFFORD"	33017	"NEW DURHAM"	3301751220	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 1"	"BALLOTS CAST"	""	""	"ABSENTEE"	149	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 2"	"BALLOTS CAST"	""	""	"ABSENTEE"	157	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 3"	"BALLOTS CAST"	""	""	"ABSENTEE"	136	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 4"	"BALLOTS CAST"	""	""	"ABSENTEE"	124	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 5"	"BALLOTS CAST"	""	""	"ABSENTEE"	166	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROCHESTER WARD 6"	"BALLOTS CAST"	""	""	"ABSENTEE"	112	"STRAFFORD"	33017	"ROCHESTER"	3301765140	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROLLINSFORD"	"BALLOTS CAST"	""	""	"ABSENTEE"	94	"STRAFFORD"	33017	"ROLLINSFORD"	3301765540	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SOMERSWORTH WARD 1"	"BALLOTS CAST"	""	""	"ABSENTEE"	111	"STRAFFORD"	33017	"SOMERSWORTH"	3301769940	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SOMERSWORTH WARD 2"	"BALLOTS CAST"	""	""	"ABSENTEE"	72	"STRAFFORD"	33017	"SOMERSWORTH"	3301769940	""		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
