cycle,district,election,candidate,party,contributions,expenditures,status,data_through,tusa_candidate,race_url,incumbent
2018,1,"General Election November 6, 2018",Scott Wiggam,Republican,97841.11,71659.48,Won,12/31/2018,/oh/candidate/scott-wiggam-14360,/oh/race/ohio-house-of-representatives-district-1-827,True
2018,1,"General Election November 6, 2018",Kevin Barnet,Democratic,5609.36,6160.96,Lost,12/31/2018,/oh/candidate/kevin-barnet,/oh/race/ohio-house-of-representatives-district-1-827,False
2018,1,"General Election November 6, 2018",Elizabeth Thomas,Libertarian,0.0,0.0,Lost,12/31/2018,,/oh/race/ohio-house-of-representatives-district-1-827,False
2018,1,"Democratic Party Primary Election May 8, 2018",Kevin Barnet,Democratic,5609.36,6160.96,Advanced,12/31/2018,/oh/candidate/kevin-barnet,/oh/race/ohio-house-of-representatives-district-1-827,False
2018,1,"Republican Party Primary Election May 8, 2018",Scott Wiggam,Republican,97841.11,71659.48,Advanced,12/31/2018,/oh/candidate/scott-wiggam-14360,/oh/race/ohio-house-of-representatives-district-1-827,True
2018,2,"General Election November 6, 2018",Mark Romanchuk,Republican,179810.02,153212.28,Won,12/31/2018,/oh/candidate/mark-romanchuk-13721,/oh/race/ohio-house-of-representatives-district-2-1063,True
2018,2,"General Election November 6, 2018",Lane Winters,Democratic,12522.0,9884.61,Lost,12/31/2018,/oh/candidate/lane-winters,/oh/race/ohio-house-of-representatives-district-2-1063,False
2018,2,"General Election November 6, 2018",Tim Grady,Libertarian,64.03,0.0,Lost,12/31/2018,/oh/candidate/tim-grady,/oh/race/ohio-house-of-representatives-district-2-1063,False
2018,2,"Democratic Party Primary Election May 8, 2018",Lane Winters,Democratic,12522.0,9884.61,Advanced,12/31/2018,/oh/candidate/lane-winters,/oh/race/ohio-house-of-representatives-district-2-1063,False
2018,2,"Democratic Party Primary Election May 8, 2018",Amanda Spear,Democratic,0.0,0.0,Withdrew,12/31/2018,,/oh/race/ohio-house-of-representatives-district-2-1063,False
2018,2,"Republican Party Primary Election May 8, 2018",Mark Romanchuk,Republican,179810.02,153212.28,Advanced,12/31/2018,/oh/candidate/mark-romanchuk-13721,/oh/race/ohio-house-of-representatives-district-2-1063,True
2018,3,"General Election November 6, 2018",Theresa Gavarone,Republican,473579.86,214278.66,Won,12/31/2018,/oh/candidate/theresa-gavarone-14560,/oh/race/ohio-house-of-representatives-district-3-7658,True
2018,3,"General Election November 6, 2018",Daniel Gordon,Democratic,1230.85,4168.48,Withdrew,12/31/2018,/oh/candidate/daniel-gordon,/oh/race/ohio-house-of-representatives-district-3-7658,False
2018,3,"General Election November 6, 2018",Aidan Hubbell-Staeble,Democratic,5405.05,1443.75,Lost,12/31/2018,/oh/candidate/aidan-hubbell-staeble-15057,/oh/race/ohio-house-of-representatives-district-3-7658,False
2018,3,"Democratic Party Primary Election May 8, 2018",Daniel Gordon,Democratic,1230.85,4168.48,Advanced,12/31/2018,/oh/candidate/daniel-gordon,/oh/race/ohio-house-of-representatives-district-3-7658,False
2018,3,"Republican Party Primary Election May 8, 2018",Theresa Gavarone,Republican,473579.86,214278.66,Advanced,12/31/2018,/oh/candidate/theresa-gavarone-14560,/oh/race/ohio-house-of-representatives-district-3-7658,True
2018,4,"General Election November 6, 2018",Bob Cupp,Republican,158636.0,146926.09,Won,12/31/2018,/oh/candidate/robert-cupp-289,/oh/race/ohio-house-of-representatives-district-4-14869,True
2018,4,"General Election November 6, 2018",Tristam Cheeseman,Democratic,0.0,779.36,Lost,12/31/2018,/oh/candidate/tristam-cheeseman,/oh/race/ohio-house-of-representatives-district-4-14869,False
2018,4,"Democratic Party Primary Election May 8, 2018",Tristam Cheeseman,Democratic,0.0,779.36,Advanced,12/31/2018,/oh/candidate/tristam-cheeseman,/oh/race/ohio-house-of-representatives-district-4-14869,False
2018,4,"Republican Party Primary Election May 8, 2018",Bob Cupp,Republican,158636.0,146926.09,Advanced,12/31/2018,/oh/candidate/robert-cupp-289,/oh/race/ohio-house-of-representatives-district-4-14869,True
2018,5,"General Election November 6, 2018",Tim Ginter,Republican,173910.58,114260.64,Won,12/31/2018,/oh/candidate/tim-ginter-12277,/oh/race/ohio-house-of-representatives-district-5-8086,True
2018,5,"General Election November 6, 2018",John Dyce,Democratic,25499.69,21765.84,Lost,12/31/2018,/oh/candidate/john-dyce,/oh/race/ohio-house-of-representatives-district-5-8086,False
2018,5,"Democratic Party Primary Election May 8, 2018",John Dyce,Democratic,25499.69,21765.84,Advanced,12/31/2018,/oh/candidate/john-dyce,/oh/race/ohio-house-of-representatives-district-5-8086,False
2018,5,"Republican Party Primary Election May 8, 2018",Tim Ginter,Republican,173910.58,114260.64,Advanced,12/31/2018,/oh/candidate/tim-ginter-12277,/oh/race/ohio-house-of-representatives-district-5-8086,True
2018,6,"General Election November 6, 2018",Phillip Robinson,Democratic,111265.12,115823.21,Won,12/31/2018,/oh/candidate/phillip-robinson-14457,/oh/race/ohio-house-of-representatives-district-6-6357,False
2018,6,"General Election November 6, 2018",James Trakas,Republican,377440.68,364881.31,Lost,12/31/2018,/oh/candidate/james-trakas,/oh/race/ohio-house-of-representatives-district-6-6357,False
2018,6,"Democratic Party Primary Election May 8, 2018",Phillip Robinson,Democratic,111265.12,115823.21,Advanced,12/31/2018,/oh/candidate/phillip-robinson-14457,/oh/race/ohio-house-of-representatives-district-6-6357,False
2018,6,"Republican Party Primary Election May 8, 2018",James Trakas,Republican,377440.68,364881.31,Advanced,12/31/2018,/oh/candidate/james-trakas,/oh/race/ohio-house-of-representatives-district-6-6357,False
2018,6,"Republican Party Primary Election May 8, 2018",Michael Canty,Republican,211908.61,181457.27,Lost,12/31/2018,/oh/candidate/michael-canty,/oh/race/ohio-house-of-representatives-district-6-6357,False
2018,7,"General Election November 6, 2018",Thomas Patton,Republican,733580.78,763620.82,Won,12/31/2018,/oh/candidate/thomas-patton-8243,/oh/race/ohio-house-of-representatives-district-7-7899,True
2018,7,"General Election November 6, 2018",Aziz Ahmad,Democratic,6441.4,5304.83,Lost,12/31/2018,/oh/candidate/aziz-ahmad,/oh/race/ohio-house-of-representatives-district-7-7899,False
2018,7,"Democratic Party Primary Election May 8, 2018",Aziz Ahmad,Democratic,6441.4,5304.83,Advanced,12/31/2018,/oh/candidate/aziz-ahmad,/oh/race/ohio-house-of-representatives-district-7-7899,False
2018,7,"Republican Party Primary Election May 8, 2018",Thomas Patton,Republican,733580.78,763620.82,Advanced,12/31/2018,/oh/candidate/thomas-patton-8243,/oh/race/ohio-house-of-representatives-district-7-7899,True
2018,8,"General Election November 6, 2018",Kent Smith,Democratic,45962.0,41964.26,Won,12/31/2018,/oh/candidate/kent-smith-9094,/oh/race/ohio-house-of-representatives-district-8-8683,True
2018,8,"Democratic Party Primary Election May 8, 2018",Kent Smith,Democratic,45962.0,41964.26,Advanced,12/31/2018,/oh/candidate/kent-smith-9094,/oh/race/ohio-house-of-representatives-district-8-8683,True
2018,8,"Democratic Party Primary Election May 8, 2018",Cassandra Mcdonald,Democratic,25.0,25.0,Lost,12/31/2018,/oh/candidate/cassandra-mcdonald,/oh/race/ohio-house-of-representatives-district-8-8683,False
2018,9,"General Election November 6, 2018",Janine Boyd,Democratic,27957.0,32890.39,Won,12/31/2018,/oh/candidate/janine-boyd-14004,/oh/race/ohio-house-of-representatives-district-9-4776,True
2018,9,"General Election November 6, 2018",Joe Miller,Republican,0.0,0.0,Lost,12/31/2018,,/oh/race/ohio-house-of-representatives-district-9-4776,False
2018,9,"Democratic Party Primary Election May 8, 2018",Janine Boyd,Democratic,27957.0,32890.39,Advanced,12/31/2018,/oh/candidate/janine-boyd-14004,/oh/race/ohio-house-of-representatives-district-9-4776,True
2018,9,"Republican Party Primary Election May 8, 2018",Joe Miller,Republican,0.0,0.0,Advanced,12/31/2018,,/oh/race/ohio-house-of-representatives-district-9-4776,False
2018,10,"General Election November 6, 2018",Terrence Upchurch,Democratic,16520.13,15659.31,Won,12/31/2018,/oh/candidate/terrence-upchurch-14635,/oh/race/ohio-house-of-representatives-district-10-6455,False
2018,10,"Democratic Party Primary Election May 8, 2018",Terrence Upchurch,Democratic,16520.13,15659.31,Advanced,12/31/2018,/oh/candidate/terrence-upchurch-14635,/oh/race/ohio-house-of-representatives-district-10-6455,False
2018,10,"Democratic Party Primary Election May 8, 2018",Nelson Cintron Jr.,Democratic,0.0,0.0,Lost,12/31/2018,,/oh/race/ohio-house-of-representatives-district-10-6455,False
2018,10,"Democratic Party Primary Election May 8, 2018",T Dow,Democratic,0.0,2087.64,Lost,12/31/2018,/oh/candidate/t-dow,/oh/race/ohio-house-of-representatives-district-10-6455,False
2018,10,"Democratic Party Primary Election May 8, 2018",Kyle Early,Democratic,15704.6,13846.52,Lost,12/31/2018,/oh/candidate/kyle-early,/oh/race/ohio-house-of-representatives-district-10-6455,False
2018,10,"Democratic Party Primary Election May 8, 2018",Ronnie Jones,Democratic,350.0,7842.99,Lost,12/31/2018,/oh/candidate/ronnie-jones,/oh/race/ohio-house-of-representatives-district-10-6455,False
2018,10,"Democratic Party Primary Election May 8, 2018",Aanand Mehta,Democratic,77609.89,81193.23,Lost,12/31/2018,/oh/candidate/aanand-mehta,/oh/race/ohio-house-of-representatives-district-10-6455,False
2018,10,"Democratic Party Primary Election May 8, 2018",Billy Sharp,Democratic,2852.0,4121.36,Lost,12/31/2018,/oh/candidate/billy-sharp,/oh/race/ohio-house-of-representatives-district-10-6455,False
2018,10,"Democratic Party Primary Election May 8, 2018",Danielle Shepherd,Democratic,0.0,0.0,Lost,12/31/2018,,/oh/race/ohio-house-of-representatives-district-10-6455,False
2018,11,"General Election November 6, 2018",Stephanie Howse,Democratic,34932.18,35869.28,Won,12/31/2018,/oh/candidate/stephanie-howse-13977,/oh/race/ohio-house-of-representatives-district-11-6228,True
2018,11,"General Election November 6, 2018",Shalira Taylor,Republican,900.0,544.88,Lost,12/31/2018,/oh/candidate/shalira-taylor,/oh/race/ohio-house-of-representatives-district-11-6228,False
2018,11,"Democratic Party Primary Election May 8, 2018",Stephanie Howse,Democratic,34932.18,35869.28,Advanced,12/31/2018,/oh/candidate/stephanie-howse-13977,/oh/race/ohio-house-of-representatives-district-11-6228,True
2018,12,"General Election November 6, 2018",Juanita Brent,Democratic,14645.0,14374.37,Won,12/31/2018,/oh/candidate/juanita-brent-14788,/oh/race/ohio-house-of-representatives-district-12-2741,False
2018,12,"Democratic Party Primary Election May 8, 2018",Juanita Brent,Democratic,14645.0,14374.37,Advanced,12/31/2018,/oh/candidate/juanita-brent-14788,/oh/race/ohio-house-of-representatives-district-12-2741,False
2018,12,"Democratic Party Primary Election May 8, 2018",Patrice Brown,Democratic,1500.37,1330.37,Lost,12/31/2018,/oh/candidate/patrice-brown,/oh/race/ohio-house-of-representatives-district-12-2741,False
2018,12,"Democratic Party Primary Election May 8, 2018",Earl Campbell,Democratic,2434.79,0.0,Lost,12/31/2018,/oh/candidate/earl-campbell,/oh/race/ohio-house-of-representatives-district-12-2741,False
2018,12,"Democratic Party Primary Election May 8, 2018",Yvonka Hall,Democratic,11285.22,11162.96,Lost,12/31/2018,/oh/candidate/yvonka-hall,/oh/race/ohio-house-of-representatives-district-12-2741,False
2018,12,"Democratic Party Primary Election May 8, 2018",Dimitri McDaniel,Democratic,11936.14,21936.14,Lost,12/31/2018,/oh/candidate/dimitri-mcdaniel,/oh/race/ohio-house-of-representatives-district-12-2741,False
2018,12,"Democratic Party Primary Election May 8, 2018",Isaac Powell,Democratic,1134.05,0.0,Lost,12/31/2018,/oh/candidate/isaac-powell,/oh/race/ohio-house-of-representatives-district-12-2741,False
2018,13,"General Election November 6, 2018",Michael Skindell,Democratic,68323.0,55824.26,Won,12/31/2018,/oh/candidate/michael-skindell-420,/oh/race/ohio-house-of-representatives-district-13-2739,False
2018,13,"General Election November 6, 2018",Jay Carson,Republican,12652.95,4771.81,Lost,12/31/2018,/oh/candidate/jay-carson-14945,/oh/race/ohio-house-of-representatives-district-13-2739,False
2018,13,"Democratic Party Primary Election May 8, 2018",Michael Skindell,Democratic,68323.0,55824.26,Advanced,12/31/2018,/oh/candidate/michael-skindell-420,/oh/race/ohio-house-of-representatives-district-13-2739,False
2018,13,"Democratic Party Primary Election May 8, 2018",Tom Bullock,Democratic,41766.42,51568.51,Lost,12/31/2018,/oh/candidate/tom-bullock,/oh/race/ohio-house-of-representatives-district-13-2739,False
2018,13,"Republican Party Primary Election May 8, 2018",Jay Carson,Republican,12652.95,4771.81,Advanced,12/31/2018,/oh/candidate/jay-carson-14945,/oh/race/ohio-house-of-representatives-district-13-2739,False
2018,14,"General Election November 6, 2018",Bride Rose Sweeney,Democratic,62806.0,42501.4,Won,12/31/2018,/oh/candidate/bride-sweeney-14941,/oh/race/ohio-house-of-representatives-district-14-6636,False
2018,14,"General Election November 6, 2018",Ryan Mcclain,Libertarian,2225.73,1173.16,Lost,12/31/2018,/oh/candidate/ryan-mcclain-15020,/oh/race/ohio-house-of-representatives-district-14-6636,False
2018,14,"Democratic Party Primary Election May 8, 2018",Bride Rose Sweeney,Democratic,62806.0,42501.4,Advanced,12/31/2018,/oh/candidate/bride-sweeney-14941,/oh/race/ohio-house-of-representatives-district-14-6636,False
2018,14,"Democratic Party Primary Election May 8, 2018",Carl J. Burgio,Democratic,7535.57,5748.22,Lost,12/31/2018,/oh/candidate/carl-j-burgio,/oh/race/ohio-house-of-representatives-district-14-6636,False
2018,14,"Democratic Party Primary Election May 8, 2018",Steven Holecko,Democratic,35471.0,41029.66,Lost,12/31/2018,/oh/candidate/steven-holecko,/oh/race/ohio-house-of-representatives-district-14-6636,False
2018,14,"Democratic Party Primary Election May 8, 2018",Rick Raley,Democratic,0.0,0.0,Lost,12/31/2018,,/oh/race/ohio-house-of-representatives-district-14-6636,False
2018,15,"General Election November 6, 2018",Jeffrey Crossman,Democratic,62748.68,19400.0,Won,12/31/2018,/oh/candidate/jeffrey-crossman-15064,/oh/race/ohio-house-of-representatives-district-15-6567,False
2018,15,"General Election November 6, 2018",Nicholas Celebrezze,Democratic,82720.0,86738.75,Withdrew,12/31/2018,/oh/candidate/nicholas-celebrezze-13316,/oh/race/ohio-house-of-representatives-district-15-6567,True
2018,15,"General Election November 6, 2018",Kevin Kussmaul,Republican,5483.91,8299.91,Lost,12/31/2018,/oh/candidate/kevin-kussmaul-15053,/oh/race/ohio-house-of-representatives-district-15-6567,False
2018,15,"Democratic Party Primary Election May 8, 2018",Nicholas Celebrezze,Democratic,82720.0,86738.75,Advanced,12/31/2018,/oh/candidate/nicholas-celebrezze-13316,/oh/race/ohio-house-of-representatives-district-15-6567,True
2018,16,"General Election November 6, 2018",David Greenspan,Republican,1015222.45,238025.06,Won,12/31/2018,/oh/candidate/david-greenspan-14313,/oh/race/ohio-house-of-representatives-district-16-902,True
2018,16,"General Election November 6, 2018",Cassimir Svigelj,Democratic,23680.62,17200.42,Lost,12/31/2018,/oh/candidate/cassimir-svigelj,/oh/race/ohio-house-of-representatives-district-16-902,False
2018,16,"Democratic Party Primary Election May 8, 2018",Cassimir Svigelj,Democratic,23680.62,17200.42,Advanced,12/31/2018,/oh/candidate/cassimir-svigelj,/oh/race/ohio-house-of-representatives-district-16-902,False
2018,16,"Republican Party Primary Election May 8, 2018",David Greenspan,Republican,1015222.45,238025.06,Advanced,12/31/2018,/oh/candidate/david-greenspan-14313,/oh/race/ohio-house-of-representatives-district-16-902,True
2018,16,"Republican Party Primary Election May 8, 2018",Monique Boyd,Republican,18421.0,17750.25,Lost,12/31/2018,/oh/candidate/monique-boyd,/oh/race/ohio-house-of-representatives-district-16-902,False
2018,17,"General Election November 6, 2018",Adam Miller,Democratic,136418.36,84336.46,Won,12/31/2018,/oh/candidate/adam-miller-14384,/oh/race/ohio-house-of-representatives-district-17-12208,True
2018,17,"General Election November 6, 2018",John Rush,Republican,350.0,611.78,Lost,12/31/2018,/oh/candidate/john-rush,/oh/race/ohio-house-of-representatives-district-17-12208,False
2018,17,"Democratic Party Primary Election May 8, 2018",Adam Miller,Democratic,136418.36,84336.46,Advanced,12/31/2018,/oh/candidate/adam-miller-14384,/oh/race/ohio-house-of-representatives-district-17-12208,True
2018,17,"Democratic Party Primary Election May 8, 2018",Ali Hagi Ridwan,Democratic,0.0,0.0,Withdrew,12/31/2018,,/oh/race/ohio-house-of-representatives-district-17-12208,False
2018,17,"Republican Party Primary Election May 8, 2018",John Rush,Republican,350.0,611.78,Advanced,12/31/2018,/oh/candidate/john-rush,/oh/race/ohio-house-of-representatives-district-17-12208,False
2018,18,"General Election November 6, 2018",Kristin Boggs,Democratic,143148.11,115689.57,Won,12/31/2018,/oh/candidate/kristin-boggs-14399,/oh/race/ohio-house-of-representatives-district-18-5951,True
2018,18,"General Election November 6, 2018",David Todd,Republican,1775.0,2307.79,Lost,12/31/2018,/oh/candidate/david-todd-14578,/oh/race/ohio-house-of-representatives-district-18-5951,False
2018,18,"Democratic Party Primary Election May 8, 2018",Kristin Boggs,Democratic,143148.11,115689.57,Advanced,12/31/2018,/oh/candidate/kristin-boggs-14399,/oh/race/ohio-house-of-representatives-district-18-5951,True
2018,18,"Republican Party Primary Election May 8, 2018",David Todd,Republican,1775.0,2307.79,Advanced,12/31/2018,/oh/candidate/david-todd-14578,/oh/race/ohio-house-of-representatives-district-18-5951,False
2018,19,"General Election November 6, 2018",Mary Lightbody,Democratic,410096.73,184262.25,Won,12/31/2018,/oh/candidate/mary-lightbody-14707,/oh/race/ohio-house-of-representatives-district-19-2737,False
2018,19,"General Election November 6, 2018",Timothy Barhorst,Republican,326779.23,233361.92,Lost,12/31/2018,/oh/candidate/timothy-barhorst-14674,/oh/race/ohio-house-of-representatives-district-19-2737,False
2018,19,"Democratic Party Primary Election May 8, 2018",Mary Lightbody,Democratic,410096.73,184262.25,Advanced,12/31/2018,/oh/candidate/mary-lightbody-14707,/oh/race/ohio-house-of-representatives-district-19-2737,False
2018,19,"Democratic Party Primary Election May 8, 2018",Noni Banks,Democratic,1846.0,609.0,Lost,12/31/2018,/oh/candidate/noni-banks,/oh/race/ohio-house-of-representatives-district-19-2737,False
2018,19,"Republican Party Primary Election May 8, 2018",Timothy Barhorst,Republican,326779.23,233361.92,Advanced,12/31/2018,/oh/candidate/timothy-barhorst-14674,/oh/race/ohio-house-of-representatives-district-19-2737,False
2018,19,"Republican Party Primary Election May 8, 2018",Chris Curry,Republican,0.0,0.0,Lost,12/31/2018,,/oh/race/ohio-house-of-representatives-district-19-2737,False
2018,19,"Republican Party Primary Election May 8, 2018",David Ferguson,Republican,196893.4,28745.04,Lost,12/31/2018,/oh/candidate/david-ferguson,/oh/race/ohio-house-of-representatives-district-19-2737,False
2018,20,"General Election November 6, 2018",Richard Brown,Democratic,90368.6,66128.3,Won,12/31/2018,/oh/candidate/richard-brown-12154,/oh/race/ohio-house-of-representatives-district-20-4397,True
2018,20,"General Election November 6, 2018",Bobby Mitchell,Republican,263866.49,41219.99,Lost,12/31/2018,/oh/candidate/bobby-mitchell-14402,/oh/race/ohio-house-of-representatives-district-20-4397,False
2018,20,"Democratic Party Primary Election May 8, 2018",Richard Brown,Democratic,90368.6,66128.3,Advanced,12/31/2018,/oh/candidate/richard-brown-12154,/oh/race/ohio-house-of-representatives-district-20-4397,True
2018,20,"Republican Party Primary Election May 8, 2018",Bobby Mitchell,Republican,263866.49,41219.99,Advanced,12/31/2018,/oh/candidate/bobby-mitchell-14402,/oh/race/ohio-house-of-representatives-district-20-4397,False
2018,21,"General Election November 6, 2018",Beth Liston,Democratic,483161.56,249481.31,Won,12/31/2018,/oh/candidate/beth-liston-14663,/oh/race/ohio-house-of-representatives-district-21-2735,False
2018,21,"General Election November 6, 2018",Stuart Harris,Republican,306954.25,217034.03,Lost,12/31/2018,/oh/candidate/stuart-harris-14773,/oh/race/ohio-house-of-representatives-district-21-2735,False
2018,21,"Democratic Party Primary Election May 8, 2018",Beth Liston,Democratic,483161.56,249481.31,Advanced,12/31/2018,/oh/candidate/beth-liston-14663,/oh/race/ohio-house-of-representatives-district-21-2735,False
2018,21,"Democratic Party Primary Election May 8, 2018",Mindy Yocum,Democratic,5269.19,4578.0,Lost,12/31/2018,/oh/candidate/mindy-yocum-14676,/oh/race/ohio-house-of-representatives-district-21-2735,False
2018,21,"Republican Party Primary Election May 8, 2018",Stuart Harris,Republican,306954.25,217034.03,Advanced,12/31/2018,/oh/candidate/stuart-harris-14773,/oh/race/ohio-house-of-representatives-district-21-2735,False
2018,21,"Republican Party Primary Election May 8, 2018",Doug Smith,Republican,3506.26,3789.25,Lost,12/31/2018,/oh/candidate/doug-smith,/oh/race/ohio-house-of-representatives-district-21-2735,False
2018,22,"General Election November 6, 2018",David Leland,Democratic,151985.38,149610.21,Won,12/31/2018,/oh/candidate/david-leland-13918,/oh/race/ohio-house-of-representatives-district-22-10214,True
2018,22,"General Election November 6, 2018",Doug Moody,Republican,0.0,0.0,Lost,12/31/2018,,/oh/race/ohio-house-of-representatives-district-22-10214,False
2018,22,"Democratic Party Primary Election May 8, 2018",David Leland,Democratic,151985.38,149610.21,Advanced,12/31/2018,/oh/candidate/david-leland-13918,/oh/race/ohio-house-of-representatives-district-22-10214,True
2018,22,"Democratic Party Primary Election May 8, 2018",Jermaine Clarke,Democratic,392.73,392.73,Withdrew,12/31/2018,/oh/candidate/jermaine-clarke,/oh/race/ohio-house-of-representatives-district-22-10214,False
2018,22,"Republican Party Primary Election May 8, 2018",Doug Moody,Republican,0.0,0.0,Advanced,12/31/2018,,/oh/race/ohio-house-of-representatives-district-22-10214,False
2018,23,"General Election November 6, 2018",Laura Lanese,Republican,505604.04,85367.57,Won,12/31/2018,/oh/candidate/laura-lanese-14556,/oh/race/ohio-house-of-representatives-district-23-7796,True
2018,23,"General Election November 6, 2018",Russell Harris,Democratic,11677.92,12498.77,Lost,12/31/2018,/oh/candidate/russell-harris-13647,/oh/race/ohio-house-of-representatives-district-23-7796,False
2018,23,"Democratic Party Primary Election May 8, 2018",Russell Harris,Democratic,11677.92,12498.77,Advanced,12/31/2018,/oh/candidate/russell-harris-13647,/oh/race/ohio-house-of-representatives-district-23-7796,False
2018,23,"Republican Party Primary Election May 8, 2018",Laura Lanese,Republican,505604.04,85367.57,Advanced,12/31/2018,/oh/candidate/laura-lanese-14556,/oh/race/ohio-house-of-representatives-district-23-7796,True
2018,24,"General Election November 6, 2018",Allison Russo,Democratic,230322.37,233184.58,Won,12/31/2018,/oh/candidate/catherine-russo-14814,/oh/race/ohio-house-of-representatives-district-24-5389,False
2018,24,"General Election November 6, 2018",Erik Yassenoff,Republican,342385.01,229843.15,Lost,12/31/2018,/oh/candidate/erik-yassenoff-14810,/oh/race/ohio-house-of-representatives-district-24-5389,False
2018,24,"Democratic Party Primary Election May 8, 2018",Allison Russo,Democratic,230322.37,233184.58,Advanced,12/31/2018,/oh/candidate/catherine-russo-14814,/oh/race/ohio-house-of-representatives-district-24-5389,False
2018,24,"Democratic Party Primary Election May 8, 2018",Andrea Bonny,Democratic,9560.89,8541.02,Lost,12/31/2018,/oh/candidate/andrea-bonny-14863,/oh/race/ohio-house-of-representatives-district-24-5389,False
2018,24,"Democratic Party Primary Election May 8, 2018",Mary B. Relotto,Democratic,46961.46,36458.41,Lost,12/31/2018,/oh/candidate/mary-b-relotto,/oh/race/ohio-house-of-representatives-district-24-5389,False
2018,24,"Republican Party Primary Election May 8, 2018",Erik Yassenoff,Republican,342385.01,229843.15,Advanced,12/31/2018,/oh/candidate/erik-yassenoff-14810,/oh/race/ohio-house-of-representatives-district-24-5389,False
2018,25,"General Election November 6, 2018",Bernadine Kennedy Kent,Democratic,20940.07,19225.5,Won,12/31/2018,/oh/candidate/bernadine-kent-14484,/oh/race/ohio-house-of-representatives-district-25-5052,True
2018,25,"General Election November 6, 2018",Debbie Staggs,Republican,0.0,0.0,Lost,12/31/2018,,/oh/race/ohio-house-of-representatives-district-25-5052,False
2018,25,"Democratic Party Primary Election May 8, 2018",Bernadine Kennedy Kent,Democratic,20940.07,19225.5,Advanced,12/31/2018,/oh/candidate/bernadine-kent-14484,/oh/race/ohio-house-of-representatives-district-25-5052,True
2018,25,"Democratic Party Primary Election May 8, 2018",Ismail Mohamed,Democratic,35770.0,36636.63,Lost,12/31/2018,/oh/candidate/ismail-mohamed,/oh/race/ohio-house-of-representatives-district-25-5052,False
2018,25,"Democratic Party Primary Election May 8, 2018",Daahir Omar,Democratic,7450.0,6700.0,Withdrew,12/31/2018,/oh/candidate/daahir-omar,/oh/race/ohio-house-of-representatives-district-25-5052,False
2018,25,"Democratic Party Primary Election May 8, 2018",Lamar Peoples,Democratic,2325.0,2268.13,Lost,12/31/2018,/oh/candidate/lamar-peoples-14928,/oh/race/ohio-house-of-representatives-district-25-5052,False
2018,25,"Republican Party Primary Election May 8, 2018",Debbie Staggs,Republican,0.0,0.0,Advanced,12/31/2018,,/oh/race/ohio-house-of-representatives-district-25-5052,False
2018,26,"General Election November 6, 2018",Erica Crawley,Democratic,38493.22,30817.91,Won,12/31/2018,/oh/candidate/erica-crawley-14802,/oh/race/ohio-house-of-representatives-district-26-3420,False
2018,26,"General Election November 6, 2018",Shareeque Sadiq,Republican,3825.0,3818.67,Lost,12/31/2018,/oh/candidate/shareeque-sadiq-14962,/oh/race/ohio-house-of-representatives-district-26-3420,False
2018,26,"General Election November 6, 2018",Steve Dodge,Green,0.0,0.0,Lost,12/31/2018,,/oh/race/ohio-house-of-representatives-district-26-3420,False
2018,26,"Democratic Party Primary Election May 8, 2018",Erica Crawley,Democratic,38493.22,30817.91,Advanced,12/31/2018,/oh/candidate/erica-crawley-14802,/oh/race/ohio-house-of-representatives-district-26-3420,False
2018,26,"Democratic Party Primary Election May 8, 2018",Michael D Cole,Democratic,18757.88,19066.03,Lost,12/31/2018,/oh/candidate/michael-d-cole,/oh/race/ohio-house-of-representatives-district-26-3420,False
2018,26,"Green Party Primary Election May 8, 2018",Steve Dodge,Green,0.0,0.0,Advanced,12/31/2018,,/oh/race/ohio-house-of-representatives-district-26-3420,False
2018,26,"Republican Party Primary Election May 8, 2018",Shareeque Sadiq,Republican,3825.0,3818.67,Advanced,12/31/2018,/oh/candidate/shareeque-sadiq-14962,/oh/race/ohio-house-of-representatives-district-26-3420,False
2018,27,"General Election November 6, 2018",Thomas Brinkman,Republican,629784.51,154754.66,Won,12/31/2018,/oh/candidate/thomas-brinkman-7302,/oh/race/ohio-house-of-representatives-district-27-7512,True
2018,27,"General Election November 6, 2018",Christine Fisher,Democratic,127590.86,125928.29,Lost,12/31/2018,/oh/candidate/christine-fisher-14832,/oh/race/ohio-house-of-representatives-district-27-7512,False
2018,27,"Democratic Party Primary Election May 8, 2018",Christine Fisher,Democratic,127590.86,125928.29,Advanced,12/31/2018,/oh/candidate/christine-fisher-14832,/oh/race/ohio-house-of-representatives-district-27-7512,False
2018,27,"Republican Party Primary Election May 8, 2018",Thomas Brinkman,Republican,629784.51,154754.66,Advanced,12/31/2018,/oh/candidate/thomas-brinkman-7302,/oh/race/ohio-house-of-representatives-district-27-7512,True
2018,28,"General Election November 6, 2018",Jessica Miranda,Democratic,176674.21,114915.98,Won,12/31/2018,/oh/candidate/jessica-miranda-14449,/oh/race/ohio-house-of-representatives-district-28-12714,False
2018,28,"General Election November 6, 2018",Jonathan Dever,Republican,562848.09,531064.53,Lost,12/31/2018,/oh/candidate/jonathan-dever-13862,/oh/race/ohio-house-of-representatives-district-28-12714,True
2018,28,"Democratic Party Primary Election May 8, 2018",Jessica Miranda,Democratic,176674.21,114915.98,Advanced,12/31/2018,/oh/candidate/jessica-miranda-14449,/oh/race/ohio-house-of-representatives-district-28-12714,False
